Bkg Branch,Delivery Branch,Card Rate,,,,
NANDESARI,NIGDI,6,,,,
NANDESARI,MANJUSAR,0.88,,,,
NANDESARI,JALANDHAR FR,7.26,,,,
NANDESARI,DAMAN DELIVERY UT,3.03,,,,
NANDESARI,SANAND,1.71,,,,
NANDESARI,BAIKAMPADY - MNG,9.9,,,,
NANDESARI,GUINDY-CHENNAI,9.3,,,,
NANDESARI,BHARUCH,2.15,,,,
NANDESARI,NIGDI,6,,,,
NANDESARI,HISAR,6.99,,,,
NANDESARI,MORBI,3.3,,,,
NANDESARI,DRONAGIRI,4.73,,,,
NANDESARI,PANIPAT,7.87,,,,
NANDESARI,LOTE,5.45,,,,
NANDESARI,NOIDA,6,,,,
NANDESARI,JEEDIMETLA,7.26,,,,
NANDESARI,MAHAPE,4.46,,,,
NANDESARI,AMBATTUR-CHENNAI,9.02,,,,
NANDESARI,AMBALA CITY,6.53,,,,
NANDESARI,GURGAON BKG & DLY,5.65,,,,
NANDESARI,FARIDABAD,5.92,,,,
NANDESARI,DHOLKA,1.6,,,,
NANDESARI,DELHI (RAMA ROAD),5.72,,,,
NANDESARI,MADURAVOYIL DELIVERY,8.42,,,,
NANDESARI,PATALGANGA,5.28,,,,
NANDESARI,LUCKNOW,7.59,,,,
NANDESARI,BROADWAY - CHENNAI,9.3,,,,
NANDESARI,SINNER,4.02,,,,
NANDESARI,BOISAR,3.63,,,,
NANDESARI,PADRA (DHABASA),0.77,,,,
NANDESARI,MAHAPE,4.46,,,,
NANDESARI,BHUBANESWAR,12.16,,,,
NANDESARI,ROORKEE,7.87,,,,
NANDESARI,CHANGODAR,1.6,,,,
NANDESARI,DELHI EAST,5.72,,,,
NANDESARI,GUINDY-CHENNAI,9.3,,,,
NANDESARI,RAJAJINAGAR,7.87,,,,
NANDESARI,VATVA,1.6,,,,
NANDESARI,GONDAL,3.03,,,,
NANDESARI,GURGAON BKG & DLY,5.65,,,,
NANDESARI,KOLKATA(B T ROAD),11.26,,,,
NANDESARI,BADDI (HIMACHAL PRADESH),7.79,,,,
NANDESARI,BROADWAY - CHENNAI,9.5,,,,
NANDESARI,HARIDWAR,8.07,,,,
PADRA (DHABASA),VAPI DELIVERY,2.51,,,,
PADRA (DHABASA),BHUBANESWAR,12.16,,,,
PADRA (DHABASA),ROHTAK,6.33,,,,
PADRA (DHABASA),ROHTAK,6.33,,,,
PADRA (DHABASA),ROHTAK,6.33,,,,
PADRA (DHABASA),CHHATRAL (N.G.),1.85,,,,
PADRA (DHABASA),KUNDLI BRANCH,5.83,,,,
PADRA (DHABASA),CHAKAN CENTRAL CELL,6.2,,,,
PADRA (DHABASA),CHAKAN CENTRAL CELL,6.2,,,,
PADRA (DHABASA),SAROLI,1.74,,,,
PADRA (DHABASA),LOTE,5.65,,,,
PADRA (DHABASA),NASIK,4.49,,,,
PADRA (DHABASA),WADA,4.38,,,,
PADRA (DHABASA),NIGDI,6.2,,,,
PADRA (DHABASA),CHAKAN CENTRAL CELL,6.2,,,,
PADRA (DHABASA),BARAMATI,8.07,,,,
PADRA (DHABASA),GANDHIDHAM,2.84,,,,
PADRA (DHABASA),AMRAVATI,8.62,,,,
PADRA (DHABASA),GANDHIDHAM,2.84,,,,
PADRA (DHABASA),BOISAR,3.83,,,,
PADRA (DHABASA),PHURSUNGHI,6.53,,,,
PADRA (DHABASA),DOMBIVLI,4.93,,,,
PADRA (DHABASA),DASHRATH,0.92,,,,
PADRA (DHABASA),LALBAGH ROAD,8.14,,,,
PADRA (DHABASA),GANDHIDHAM CITY,3.5,,,,
PADRA (DHABASA),KATHWADA,1.96,,,,
PADRA (DHABASA),BOISAR,3.83,,,,
PADRA (DHABASA),MAKARPURA,1.19,,,,
PADRA (DHABASA),FARIDABAD,5.92,,,,
PADRA (DHABASA),NOIDA,6.2,,,,
PADRA (DHABASA),CHAKAN CENTRAL CELL,6.2,,,,
PADRA (DHABASA),TRICHY,10.38,,,,
PADRA (DHABASA),WADA,4.38,,,,
PADRA (DHABASA),KOLKATA(B T ROAD),11.53,,,,
PADRA (DHABASA),SANAND,2.02,,,,
PADRA (DHABASA),SAROLI,1.74,,,,
PADRA (DHABASA),MAHAPE,4.66,,,,
PADRA (DHABASA),KIM,2.51,,,,
PADRA (DHABASA),DARED,3.23,,,,
PADRA (DHABASA),RANIPET,10.38,,,,
PADRA (DHABASA),PANOLI,2.4,,,,
PADRA (DHABASA),VAPI DELIVERY,2.51,,,,
PADRA (DHABASA),GANDHIDHAM,2.84,,,,
PADRA (DHABASA),KATHWADA,1.96,,,,
PADRA (DHABASA),KALA-AMB,8.34,,,,
PADRA (DHABASA),AKOLA,9.33,,,,
PADRA (DHABASA),BOISAR,3.83,,,,
PADRA (DHABASA),DARED,3.23,,,,
PADRA (DHABASA),LASUDIA,3.5,,,,
PADRA (DHABASA),DELHI (RAMA ROAD),6,,,,
PADRA (DHABASA),DELHI (RAMA ROAD),6.2,,,,
PADRA (DHABASA),DAPODA,4.66,,,,
PADRA (DHABASA),DAPODA,4.66,,,,
PADRA (DHABASA),DELHI (RAMA ROAD),6,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),ERODE,9.3,,,,
PADRA (DHABASA),DAPODA,4.46,,,,
PADRA (DHABASA),SGTN-DELHI,6,,,,
PADRA (DHABASA),VASAI HIGHWAY,3.91,,,,
PADRA (DHABASA),KOLKATA-SOUTH,11.61,,,,
PADRA (DHABASA),MAHAPE,4.46,,,,
PADRA (DHABASA),SANTEJ,1.82,,,,
PADRA (DHABASA),V V NAGAR,0.99,,,,
PADRA (DHABASA),ERODE,9.3,,,,
PADRA (DHABASA),DAPODA,4.46,,,,
PADRA (DHABASA),GANDHIDHAM,2.64,,,,
PADRA (DHABASA),DELHI (RAMA ROAD),6,,,,
PADRA (DHABASA),MADURAVOYIL DELIVERY,8.42,,,,
PADRA (DHABASA),AURANGABAD (WALUJ) MIDC,4.9,,,,
PADRA (DHABASA),SGTN-DELHI,6,,,,
PADRA (DHABASA),PHURSUNGHI,6.33,,,,
PADRA (DHABASA),KANPUR,6.99,,,,
PADRA (DHABASA),KALAMASSERY,11.33,,,,
PADRA (DHABASA),CHANDIGARH BRANCH,6.6,,,,
PADRA (DHABASA),JAMMU,11,,,,
PADRA (DHABASA),GOLDEN BRANCH,0.99,,,,
PADRA (DHABASA),MAHAPE,4.46,,,,
PADRA (DHABASA),CHANDIGARH BRANCH,6.6,,,,
PADRA (DHABASA),THANA,4.73,,,,
PADRA (DHABASA),SANTEJ,1.82,,,,
PADRA (DHABASA),NAGPUR WADDHAMNA,6.6,,,,
PADRA (DHABASA),NASIK,4.29,,,,
PADRA (DHABASA),HARIDWAR,7.87,,,,
PADRA (DHABASA),DAPODA,4.46,,,,
PADRA (DHABASA),NOIDA,6,,,,
PADRA (DHABASA),GUINDY-CHENNAI,9.3,,,,
PADRA (DHABASA),AHEMADNAGAR,6.33,,,,
PADRA (DHABASA),NARODA,1.82,,,,
PADRA (DHABASA),HAZIRA,2.64,,,,
PADRA (DHABASA),SANTEJ,1.82,,,,
PADRA (DHABASA),GANDHIDHAM,2.64,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),KIM,2.31,,,,
PADRA (DHABASA),ANDHERI,4.66,,,,
PADRA (DHABASA),GHAZIABAD,6.8,,,,
PADRA (DHABASA),DAPODA,4.46,,,,
PADRA (DHABASA),HALOL (GIDC),1.1,,,,
PADRA (DHABASA),ANKLESHWAR,1.54,,,,
PADRA (DHABASA),ANKLESHWAR,1.54,,,,
PADRA (DHABASA),PIRANGUT,6,,,,
PADRA (DHABASA),BHANGEL,6,,,,
PADRA (DHABASA),JODHPUR,4.18,,,,
PADRA (DHABASA),ERODE,9.3,,,,
PADRA (DHABASA),OKHLA-1,6,,,,
PADRA (DHABASA),NAROL,1.71,,,,
PADRA (DHABASA),KURKUMBH,7.87,,,,
PADRA (DHABASA),BARAMATI,7.87,,,,
PADRA (DHABASA),ROORKEE,7.87,,,,
PADRA (DHABASA),PARDI,3.3,,,,
PADRA (DHABASA),AMBATTUR-CHENNAI,9.02,,,,
PADRA (DHABASA),VYARA,3.91,,,,
PADRA (DHABASA),COIMBATORE BRANCH,9.63,,,,
PADRA (DHABASA),AHEMADNAGAR,6.33,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),PEENYA,7.87,,,,
PADRA (DHABASA),VIJAYAWADA,7.59,,,,
PADRA (DHABASA),GURGAON BKG & DLY,5.45,,,,
PADRA (DHABASA),JODHPUR,4.18,,,,
PADRA (DHABASA),BHAKTINAGAR,2.64,,,,
PADRA (DHABASA),SHAPAR,2.64,,,,
PADRA (DHABASA),GURGAON BKG & DLY,5.45,,,,
PADRA (DHABASA),LALBAGH ROAD,8.14,,,,
PADRA (DHABASA),LALBAGH ROAD,8.14,,,,
PADRA (DHABASA),SAROLI,1.54,,,,
PADRA (DHABASA),MUNDRA,3.63,,,,
PADRA (DHABASA),GODHRA PANCHMAHAL,1.1,,,,
PADRA (DHABASA),GOLDEN BRANCH,0.99,,,,
PADRA (DHABASA),K R PURAM,8.14,,,,
PADRA (DHABASA),JAIPUR,5.28,,,,
PADRA (DHABASA),AMBERNATH,4.46,,,,
PADRA (DHABASA),SARKHEJ,1.76,,,,
PADRA (DHABASA),SILVASSA,3.03,,,,
PADRA (DHABASA),TIRUPUR,9.63,,,,
PADRA (DHABASA),AHEMADNAGAR,6.33,,,,
PADRA (DHABASA),AMBERNATH,4.46,,,,
PADRA (DHABASA),PALGHAR,3.91,,,,
PADRA (DHABASA),ROHA,5.37,,,,
PADRA (DHABASA),MEHSANA (N.G.),2.09,,,,
PADRA (DHABASA),BHARUCH,2.26,,,,
PADRA (DHABASA),NARODA,2.02,,,,
PADRA (DHABASA),MEHSANA (N.G.),2.09,,,,
PADRA (DHABASA),AHEMADNAGAR,6.33,,,,
PADRA (DHABASA),V V NAGAR,0.99,,,,
PADRA (DHABASA),GOBLEJ BKG & DLY,1.87,,,,
PADRA (DHABASA),AHEMADNAGAR,6.33,,,,
PADRA (DHABASA),VASAI EAST,3.91,,,,
PADRA (DHABASA),PHURSUNGHI,6.33,,,,
PADRA (DHABASA),PIRANGUT,6,,,,
PADRA (DHABASA),LUDHIANA,7.59,,,,
PADRA (DHABASA),ANKLESHWAR,1.54,,,,
PADRA (DHABASA),PHURSUNGHI,6.33,,,,
PADRA (DHABASA),BHILAI,8.75,,,,
PADRA (DHABASA),NARODA,2.02,,,,
PADRA (DHABASA),NIGDI,6,,,,
PADRA (DHABASA),JAMMU,11,,,,
PADRA (DHABASA),CHANGODAR,1.85,,,,
PADRA (DHABASA),DELHI EAST,6,,,,
PADRA (DHABASA),PALGHAR,3.91,,,,
PADRA (DHABASA),DODDABALLAPUR - BNG,8.14,,,,
PADRA (DHABASA),ALLEPPEY,13.64,,,,
PADRA (DHABASA),HOSKOTE,8.14,,,,
PADRA (DHABASA),BAHADURPALLY DELIVERY,6.99,,,,
PADRA (DHABASA),BHARUCH,2.26,,,,
POR,MUMBAI,4.46,,,,
POR,CHANGODAR,1.65,,,,
POR,ANKLESHWAR,1.54,,,,
POR,DOMBIVLI,4.73,,,,
POR,SARANGPUR,1.76,,,,
POR,HISAR,7.26,,,,
POR,MUNDRA,3.63,,,,
POR,ROHA,5.17,,,,
POR,GUNTUR,9.02,,,,
POR,JALGAON,6.99,,,,
POR,MAHAD MIDC,5.17,,,,
POR,VAPI DELIVERY,2.31,,,,
POR,BROADWAY - CHENNAI,9.3,,,,
POR,PALGHAR,3.91,,,,
POR,KOTTAYAM,12.49,,,,
POR,VYARA,3.91,,,,
POR,MUMBAI,4.46,,,,
POR,MUMBAI,4.46,,,,
POR,BOISAR,3.63,,,,
POR,BHAVNAGAR,1.98,,,,
POR,GANDHIDHAM,2.64,,,,
POR,GANDHIDHAM,2.64,,,,
POR,MUMBAI,4.46,,,,
POR,FARIDABAD,5.72,,,,
POR,PALANPUR,2.64,,,,
POR,PITHAMPUR,4.18,,,,
POR,MUMBAI,4.46,,,,
POR,V V NAGAR,0.99,,,,
POR,SURAT CITY,2.64,,,,
POR,MAHAD MIDC,5.17,,,,
POR,ROHA,5.17,,,,
POR,KOLHAPUR,6.99,,,,
POR,MAHAD MIDC,5.17,,,,
POR,TALEGAON (BKG & DLY),6,,,,
POR,DAPODA,4.46,,,,
POR,ANDHERI,4.46,,,,
POR,CHHATRAL (N.G.),1.65,,,,
POR,DADRA NAGAR HAVELI,3.03,,,,
POR,MUMBAI,4.46,,,,
POR,MUMBAI,4.46,,,,
POR,MUMBAI,4.46,,,,
POR,TRICHY,10.18,,,,
POR,CHHATRAL (N.G.),1.65,,,,
POR,BHANDUP,4.18,,,,
POR,SAROLI,1.54,,,,
POR,CHHATRAL (N.G.),1.65,,,,
POR,PALANPUR,2.64,,,,
POR,MUNDRA,3.63,,,,
POR,PORBANDAR,3.63,,,,
POR,ANKLESHWAR,1.54,,,,
POR,UMARGAON,3.03,,,,
POR,DAMAN DELIVERY UT,3.03,,,,
POR,SRIPERUMBUDUR,9.3,,,,
POR,VASAI EAST,3.91,,,,
POR,PALANPUR,2.64,,,,
POR,SHAPAR,2.64,,,,
POR,THANA,4.73,,,,
POR,PITHAMPUR,4.18,,,,
POR,GANDHINAGAR,1.87,,,,
POR,INDORE CITY,3.91,,,,
POR,GOREGOAN,6.11,,,,
POR,BAHADURPALLY DELIVERY,6.99,,,,
POR,MUMBAI,4.46,,,,
POR,ANKLESHWAR,1.54,,,,
POR,GANDHIDHAM,2.64,,,,
POR,VATVA,1.71,,,,
POR,MAHUVA,3.3,,,,
POR,MUMBAI,4.46,,,,
POR,ASLALI BRANCH,1.82,,,,
POR,VASAI EAST,3.91,,,,
POR,UDAIPUR,3.63,,,,
POR,DELHI (RAMA ROAD),6,,,,
POR,MAHAPE,4.46,,,,
POR,VAPI DELIVERY,2.31,,,,
POR,ANKLESHWAR,1.54,,,,
POR,VALSAD,3.3,,,,
POR,VALSAD,3.3,,,,
POR,BHARUCH,2.26,,,,
POR,PIRANGUT,6,,,,
POR,DELHI (RAMA ROAD),6,,,,
POR,NELAMANGALA (BKG & DLY),7.59,,,,
POR,DAPODA,4.46,,,,
POR,DAHEJ,3.3,,,,
POR,DAPODA,4.46,,,,
POR,PALANPUR,2.64,,,,
POR,KHOPOLI,4.73,,,,
POR,BHAVNAGAR,1.98,,,,
POR,AMBERNATH,4.46,,,,
POR,UMARGAON,3.03,,,,
POR,ERODE,9.3,,,,
POR,NASIK,4.29,,,,
POR,MAHAPE,4.46,,,,
POR,VAPI DELIVERY,2.31,,,,
POR,GURGAON BKG & DLY,5.45,,,,
POR,DAPODA,4.46,,,,
POR,DEWAS (TOWN),4.18,,,,
POR,SANTEJ,1.82,,,,
POR,TRAJPAR (MORBI),3.03,,,,
POR,BHUJ,3.63,,,,
POR,SARIGAM,3.03,,,,
POR,MEHSANA (N.G.),2.09,,,,
POR,KANAKAPURA ROAD - BNG,8.14,,,,
V V NAGAR,GUINDY-CHENNAI,9.3,,,,
V V NAGAR,COIMBATORE BRANCH,9.63,,,,
V V NAGAR,NAROL,1.65,,,,
V V NAGAR,NANDESARI,0.88,,,,
V V NAGAR,MEHSANA (N.G.),2.09,,,,
V V NAGAR,GANDHIDHAM CITY,3.3,,,,
V V NAGAR,DAPODA,4.46,,,,
V V NAGAR,COIMBATORE BRANCH,9.63,,,,
V V NAGAR,SINHAGAD ROAD,6,,,,
V V NAGAR,ANDHERI,4.46,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,MEHSANA (N.G.),2.09,,,,
V V NAGAR,AMBERNATH,4.46,,,,
V V NAGAR,DOMBIVLI,4.73,,,,
V V NAGAR,ANKLESHWAR,1.49,,,,
V V NAGAR,MAHAPE,4.46,,,,
V V NAGAR,HIMATNAGAR,1.98,,,,
V V NAGAR,MUMBAI,4.46,,,,
V V NAGAR,VATVA,1.71,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,VAPI DELIVERY,2.26,,,,
V V NAGAR,KATHWADA,1.76,,,,
V V NAGAR,TEMBHURNI,7.59,,,,
V V NAGAR,NIGDI,6,,,,
V V NAGAR,MEHSANA (N.G.),2.09,,,,
V V NAGAR,DOMBIVLI,4.73,,,,
V V NAGAR,DOMBIVLI,4.73,,,,
V V NAGAR,DAHEJ,3.3,,,,
V V NAGAR,MEHSANA (N.G.),2.09,,,,
V V NAGAR,ICHALKARANJI,8.14,,,,
V V NAGAR,BHUJ,3.63,,,,
V V NAGAR,DAPODA,4.46,,,,
V V NAGAR,JIGANI,8.14,,,,
V V NAGAR,SIHOR,2.64,,,,
V V NAGAR,TUTICORIN,10.73,,,,
V V NAGAR,SAROLI,1.49,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,UDAIPUR,3.63,,,,
V V NAGAR,MUMBAI,4.46,,,,
V V NAGAR,DAPODA,4.46,,,,
V V NAGAR,PORBANDAR,3.63,,,,
V V NAGAR,SANAND,1.76,,,,
V V NAGAR,GODHRA PANCHMAHAL,1.05,,,,
V V NAGAR,VATVA,1.71,,,,
V V NAGAR,JEEDIMETLA,7.59,,,,
V V NAGAR,KIM,2.26,,,,
V V NAGAR,NAROL,1.65,,,,
V V NAGAR,NASIK,4.29,,,,
V V NAGAR,GANDHIDHAM,2.64,,,,
V V NAGAR,HOSUR,8.42,,,,
V V NAGAR,HOSUR,8.42,,,,
V V NAGAR,ANDHERI,4.46,,,,
V V NAGAR,MALEGAON,6,,,,
V V NAGAR,SURENDRANAGAR,2.15,,,,
V V NAGAR,MANDVI,3.91,,,,
V V NAGAR,MUNDRA,3.63,,,,
V V NAGAR,KHOPOLI,4.73,,,,
V V NAGAR,BHAKTINAGAR,2.64,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,ODHAV,1.71,,,,
V V NAGAR,VATVA,1.71,,,,
V V NAGAR,VAPI DELIVERY,2.26,,,,
V V NAGAR,DELHI HIGHWAY (JAIPUR) DLY,5.28,,,,
V V NAGAR,SARKHEJ,1.71,,,,
V V NAGAR,GANDHIDHAM,2.64,,,,
V V NAGAR,BOISAR,3.63,,,,
V V NAGAR,COIMBATORE BRANCH,9.63,,,,
V V NAGAR,PATALGANGA,5.28,,,,
V V NAGAR,CHHATRAL (N.G.),1.65,,,,
V V NAGAR,SILVASSA,3.03,,,,
V V NAGAR,SILVASSA,3.03,,,,
V V NAGAR,NAVAGAM (BVR),1.93,,,,
V V NAGAR,BHAVNAGAR,1.93,,,,
V V NAGAR,MYSORE,8.75,,,,
V V NAGAR,BAHADURPALLY DELIVERY,6.99,,,,
V V NAGAR,KOLKATA-SOUTH,11.61,,,,
V V NAGAR,BAHADURPALLY DELIVERY,6.99,,,,
V V NAGAR,ANKLESHWAR,1.49,,,,
V V NAGAR,HOSUR,8.42,,,,
V V NAGAR,VAPI DELIVERY,2.26,,,,
V V NAGAR,CHANGODAR,1.65,,,,
V V NAGAR,COIMBATORE BRANCH,9.63,,,,
V V NAGAR,COIMBATORE BRANCH,9.63,,,,
V V NAGAR,VAPI DELIVERY,2.26,,,,
V V NAGAR,INDORE CITY,3.63,,,,
V V NAGAR,BHUJ,3.63,,,,
V V NAGAR,SHAPAR,2.64,,,,
V V NAGAR,KOLKATA-CENTRAL,11.33,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,VAPI DELIVERY,2.26,,,,
V V NAGAR,SILVASSA,3.03,,,,
V V NAGAR,SHAPAR,2.64,,,,
V V NAGAR,BILIMORA,3.3,,,,
V V NAGAR,LASUDIA,3.3,,,,
V V NAGAR,CHHATRAL (N.G.),1.65,,,,
V V NAGAR,VASAI EAST,3.91,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,GHAZIABAD,6.6,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,RUDRAPUR,8.14,,,,
V V NAGAR,AMBERNATH,4.46,,,,
V V NAGAR,MAKARPURA,0.99,,,,
V V NAGAR,HAZIRA,2.64,,,,
V V NAGAR,HASSAN,9.3,,,,
V V NAGAR,PEENYA,7.87,,,,
V V NAGAR,CHANGODAR,1.65,,,,
WAGHODIA,SARKHEJ,1.71,,,,
WAGHODIA,VASAI HIGHWAY,4.46,,,,
WAGHODIA,GANDHIDHAM,2.64,,,,
WAGHODIA,VERNA-GOA,7.87,,,,
WAGHODIA,SANTEJ,1.76,,,,
WAGHODIA,VERAVAL,3.63,,,,
WAGHODIA,GANDHIDHAM CITY,3.3,,,,
WAGHODIA,GAJUWAKA,10.18,,,,
WAGHODIA,SIHOR,2.64,,,,
WAGHODIA,GAJUWAKA,10.18,,,,
WAGHODIA,VERNA-GOA,7.87,,,,
WAGHODIA,JABALPUR,6.6,,,,
WAGHODIA,SARKHEJ,1.71,,,,
WAGHODIA,RAJAJINAGAR,8.14,,,,
WAGHODIA,BADDI (HIMACHAL PRADESH),7.59,,,,
WAGHODIA,BHANDUP,4.18,,,,
WAGHODIA,NAVSARI,2.64,,,,
WAGHODIA,DAPODA,4.46,,,,
WAGHODIA,SIDHPUR,2.64,,,,
WAGHODIA,PUTTUR,9.25,,,,
WAGHODIA,FARIDABAD,5.72,,,,
WAGHODIA,ANDHERI,4.46,,,,
WAGHODIA,DAPODA,4.46,,,,
WAGHODIA,TALOJA,4.46,,,,
WAGHODIA,CHAKAN CENTRAL CELL,6,,,,
WAGHODIA,NAGPUR (WADI),7.26,,,,
WAGHODIA,NOIDA,6,,,,
WAGHODIA,VARANASI,9.9,,,,
WAGHODIA,GUWAHATI,18.48,,,,
WAGHODIA,K R PURAM,8.14,,,,
WAGHODIA,MAPUCA,7.87,,,,
WAGHODIA,V V NAGAR,0.94,,,,
WAGHODIA,COIMBATORE BRANCH,9.63,,,,
WAGHODIA,SANGLI,7.87,,,,
WAGHODIA,BHUJ,3.63,,,,
WAGHODIA,COIMBATORE BRANCH,9.63,,,,
WAGHODIA,K R PURAM,8.14,,,,
WAGHODIA,BROADWAY - CHENNAI,9.3,,,,
WAGHODIA,KOTA (RAJASTAN),6.44,,,,
WAGHODIA,BHANDUP,4.18,,,,
WAGHODIA,PALGHAR,3.91,,,,
WAGHODIA,RAJAJINAGAR,8.14,,,,
WAGHODIA,SALEM,8.14,,,,
WAGHODIA,VASAI EAST,3.91,,,,
WAGHODIA,MADURAVOYIL DELIVERY,8.42,,,,
WAGHODIA,MEHSANA (N.G.),2.09,,,,
WAGHODIA,KATHWADA,1.71,,,,
WAGHODIA,DAPODA,4.46,,,,
WAGHODIA,SILVASSA,2.64,,,,
WAGHODIA,THIRUVALLUR - CHE,8.25,,,,
WAGHODIA,HUBLI – TARIHAL,7.59,,,,
WAGHODIA,HUBLI – TARIHAL,7.59,,,,
WAGHODIA,JUNAGADH-SABALPUR,3.3,,,,
WAGHODIA,VAPI DELIVERY,2.26,,,,
WAGHODIA,LOTE,5.45,,,,
WAGHODIA,MAHAPE,4.46,,,,
WAGHODIA,JAIPUR,5.28,,,,
WAGHODIA,VARANASI,9.9,,,,
WAGHODIA,BHANGEL,6,,,,
WAGHODIA,CHAKAN CENTRAL CELL,6,,,,
WAGHODIA,ASLALI BRANCH,1.76,,,,
WAGHODIA,DAPODA,4.46,,,,
WAGHODIA,MAKARPURA,0.94,,,,
WAGHODIA,DEHRADUN,8.14,,,,
WAGHODIA,DELHI (RAMA ROAD),6,,,,
WAGHODIA,COIMBATORE BRANCH,9.63,,,,
WAGHODIA,AURANGABAD (WALUJ) MIDC,4.9,,,,
WAGHODIA,HUBSIGUDA,6.6,,,,
WAGHODIA,COIMBATORE BRANCH,9.63,,,,
WAGHODIA,COIMBATORE BRANCH,9.63,,,,
WAGHODIA,RAIPUR,8.75,,,,
BHOPAL,KURNOOL,11.06,,,,
BHOPAL,PATNA,8.03,,,,
BHOPAL,DELHI HIGHWAY (JAIPUR) DLY,8.42,,,,
BHOPAL,AKOLA,7.7,,,,
BHOPAL,HYDERABAD CENTRAL CELL,8.42,,,,
BHOPAL,VIJAYAWADA,10.18,,,,
BHOPAL,HYDERABAD CENTRAL CELL,8.42,,,,
BHOPAL,MAHUVA,7.87,,,,
BHOPAL,MARAIMALAI NAGAR - CHE,11.06,,,,
BHOPAL,MORADABAD,11.06,,,,
BHOPAL,MAKARPURA,4.73,,,,
BHOPAL,MUMBAI,8.14,,,,
BHOPAL,HYDERABAD CENTRAL CELL,8.42,,,,
BHOPAL,AURANGABAD (WALUJ) MIDC,6.6,,,,
BHOPAL,DAVANAGERE,12.21,,,,
BHOPAL,TRICHY,10.18,,,,
BHOPAL,LASUDIA,1.98,,,,
BHOPAL,PATNA,8.03,,,,
BHOPAL,KOTHUR,9.67,,,,
BHOPAL,HARIDWAR,9.02,,,,
BHOPAL,MALKAPUR,8.47,,,,
BHOPAL,WARANGAL,10.18,,,,
BHOPAL,PATNA,8.03,,,,
BHOPAL,BELGAUM,11.33,,,,
BHOPAL,BAHADURPALLY DELIVERY,7.48,,,,
DEWAS (TOWN),DASHRATH,4.18,,,,
DEWAS (TOWN),DAPODA,7.87,,,,
DEWAS (TOWN),MADURAI,9.63,,,,
DEWAS (TOWN),TIRUPATHI,10.73,,,,
DEWAS (TOWN),HOWRAH,9.68,,,,
DEWAS (TOWN),ANDHERI,7.87,,,,
DEWAS (TOWN),ANKLESHWAR,4.9,,,,
DEWAS (TOWN),ANDHERI,7.87,,,,
DEWAS (TOWN),HOWRAH,9.68,,,,
DEWAS NAKA,NIGDI,6.33,,,,
DEWAS NAKA,RUDANAGAR BRANCH,4.9,,,,
DEWAS NAKA,ANDHERI,6.99,,,,
DEWAS NAKA,PATNA,6.82,,,,
DEWAS NAKA,VASAI EAST,6.6,,,,
DEWAS NAKA,NAGPUR CITY,5.45,,,,
DEWAS NAKA,MAPUCA,8.14,,,,
DEWAS NAKA,KHOPOLI,6.99,,,,
DEWAS NAKA,MAHAPE,6,,,,
DEWAS NAKA,BHAKTINAGAR,5.72,,,,
DEWAS NAKA,NAGPUR WADDHAMNA,4.02,,,,
DEWAS NAKA,UJJAIN,0.67,,,,
DEWAS NAKA,ANKLESHWAR,4.29,,,,
DEWAS NAKA,MORBI,6.33,,,,
DEWAS NAKA,VATVA,4.29,,,,
DEWAS NAKA,LUCKNOW,6,,,,
DEWAS NAKA,CHANGODAR,4.29,,,,
DEWAS NAKA,VASIND,8.86,,,,
DEWAS NAKA,SACHIN,4.57,,,,
DEWAS NAKA,KOLKATA-SOUTH,10.51,,,,
DEWAS NAKA,VALSAD,4.57,,,,
DEWAS NAKA,KALAMBOLI,6.33,,,,
DEWAS NAKA,ALWAR,9.3,,,,
INDORE CITY,SOLAPUR,8.42,,,,
INDORE CITY,HUBLI – TARIHAL,9.3,,,,
INDORE CITY,DAHANU,8.14,,,,
INDORE CITY,GUWAHATI,17.38,,,,
INDORE CITY,RAIPUR,6.33,,,,
INDORE CITY,DARED,6.6,,,,
INDORE CITY,MUMBAI,7.26,,,,
INDORE CITY,WAGHOLI,6.99,,,,
INDORE CITY,ANKLESHWAR,4.57,,,,
INDORE CITY,GORAKHPUR,8.58,,,,
INDORE CITY,MANJUSAR,3.91,,,,
INDORE CITY,UDUPI,9.63,,,,
INDORE CITY,CHANGODAR,4.9,,,,
INDORE CITY,HOSKOTE,8.14,,,,
INDORE CITY,BOISAR,7.26,,,,
INDORE CITY,BOISAR,7.26,,,,
