Bkg Branch,Delivery Branch,Card Rate,,,,
BROADWAY - CHENNAI,SRIKAKULAM,7.37,,,,
BROADWAY - CHENNAI,MAKARPURA,6.99,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,V V NAGAR,6.99,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,SURENDRANAGAR,7.59,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,AMBATTUR-CHENNAI,1.98,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,MAKARPURA,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,ANDHERI,8.14,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,SANTEJ,7.26,,,,
BROADWAY - CHENNAI,SANAND,7.26,,,,
BROADWAY - CHENNAI,CHAKAN CENTRAL CELL,6.99,,,,
BROADWAY - CHENNAI,RAKHIAL,7.26,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NAGPUR CITY,9.02,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,JUNAGADH-SABALPUR,9.3,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,AURANGABAD CITY- CHIKALTHANA,8.75,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,SINNER,7.59,,,,
BROADWAY - CHENNAI,RAKHIAL,7.26,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,HOWRAH,9.41,,,,
BROADWAY - CHENNAI,SILVASSA,7.26,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,VATVA,7.26,,,,
BROADWAY - CHENNAI,MAKARPURA,6.99,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,SRIKAKULAM,7.37,,,,
BROADWAY - CHENNAI,TALEGAON (BKG & DLY),6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,REDHILLS - CHENNAI,1.6,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,HOWRAH,9.41,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,BHANDARA,9.3,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,MAKARPURA,6.99,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,SURENDRANAGAR,7.59,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,TUMKUR,4.73,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,RAKHIAL,7.26,,,,
BROADWAY - CHENNAI,BARODA - KARELIBAUG,6.99,,,,
BROADWAY - CHENNAI,VAVDI-RAJKOT,8.42,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,BHARUCH,8.14,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,TUMKUR,4.73,,,,
BROADWAY - CHENNAI,MANJUSAR,6.99,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,JODHPUR,9.63,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,JODHPUR,9.63,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,KAKINADA,5.56,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,KOLKATA-CENTRAL,10.51,,,,
BROADWAY - CHENNAI,SHIMOGA,7.92,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,SURENDRANAGAR,7.59,,,,
BROADWAY - CHENNAI,VAVDI-RAJKOT,8.42,,,,
BROADWAY - CHENNAI,VATVA,7.26,,,,
BROADWAY - CHENNAI,JAMSHEDPUR,8.86,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,METODA,8.75,,,,
BROADWAY - CHENNAI,JODHPUR,9.63,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,BOISAR,7.87,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
BROADWAY - CHENNAI,JUNAGADH-SABALPUR,9.3,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,BHARUCH,8.14,,,,
BROADWAY - CHENNAI,ANKLESHWAR,7.26,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,NIGDI,6.99,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,SHAPAR,8.42,,,,
BROADWAY - CHENNAI,JAMNAGAR,8.75,,,,
BROADWAY - CHENNAI,RAKHIAL,7.26,,,,
BROADWAY - CHENNAI,BALANAGAR,4.73,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,SURENDRANAGAR,7.59,,,,
BROADWAY - CHENNAI,JUNAGADH-SABALPUR,9.3,,,,
BROADWAY - CHENNAI,VATVA,7.26,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,NASIK,7.59,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,MYSORE,4.73,,,,
BROADWAY - CHENNAI,MYSORE,4.73,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.73,,,,
BROADWAY - CHENNAI,SURENDRANAGAR,7.59,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,VASAI EAST,7.87,,,,
BROADWAY - CHENNAI,AURANGABAD CITY- CHIKALTHANA,8.75,,,,
BROADWAY - CHENNAI,SHIMOGA,7.92,,,,
BROADWAY - CHENNAI,JUNAGADH-SABALPUR,9.3,,,,
BROADWAY - CHENNAI,MANJUSAR,6.99,,,,
BROADWAY - CHENNAI,BHAKTINAGAR,8.42,,,,
BROADWAY - CHENNAI,BAHADURPALLY DELIVERY,4.46,,,,
BROADWAY - CHENNAI,SGTN-DELHI,10.45,,,,
BROADWAY - CHENNAI,BHUBANESWAR,7.21,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,SARANGPUR,7.26,,,,
BROADWAY - CHENNAI,NOIDA,10.18,,,,
BROADWAY - CHENNAI,KALA-AMB,12.49,,,,
BROADWAY - CHENNAI,KOLKATA(B T ROAD),10.23,,,,
BROADWAY - CHENNAI,SURAT CITY,7.26,,,,
BROADWAY - CHENNAI,GANDHINAGAR,7.79,,,,
BROADWAY - CHENNAI,BILIMORA,7.26,,,,
BROADWAY - CHENNAI,TALOJA,7.59,,,,
BROADWAY - CHENNAI,AJMER,13.92,,,,
BROADWAY - CHENNAI,PUNE CITY,6.99,,,,
BROADWAY - CHENNAI,TUMKUR,4.73,,,,
BROADWAY - CHENNAI,KOTHUR,5.83,,,,
BROADWAY - CHENNAI,SGTN-DELHI,10.45,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,DAHANU,8.75,,,,
BROADWAY - CHENNAI,TALOJA,7.59,,,,
BROADWAY - CHENNAI,METODA,8.95,,,,
BROADWAY - CHENNAI,SGTN-DELHI,10.45,,,,
BROADWAY - CHENNAI,FARIDABAD,9.9,,,,
BROADWAY - CHENNAI,SARANGPUR,7.26,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,PATANCHERU,4.73,,,,
BROADWAY - CHENNAI,RANIPET,2.64,,,,
BROADWAY - CHENNAI,MAHAPE,7.59,,,,
BROADWAY - CHENNAI,CUTTACK,7.21,,,,
BROADWAY - CHENNAI,MADURAVOYIL DELIVERY,1.25,,,,
BROADWAY - CHENNAI,TUMKUR,4.93,,,,
BROADWAY - CHENNAI,LUCKNOW,15.27,,,,
BROADWAY - CHENNAI,SARANGPUR,7.26,,,,
BROADWAY - CHENNAI,RAIPUR,9.63,,,,
BROADWAY - CHENNAI,MYSORE,4.73,,,,
BROADWAY - CHENNAI,ANKLESHWAR,7.26,,,,
BROADWAY - CHENNAI,CHAKAN CENTRAL CELL,6.99,,,,
BROADWAY - CHENNAI,NARODA,7.26,,,,
BROADWAY - CHENNAI,KOLKATA(B T ROAD),10.23,,,,
BROADWAY - CHENNAI,K R PURAM,4.18,,,,
BROADWAY - CHENNAI,FARIDABAD,9.9,,,,
BROADWAY - CHENNAI,TALOJA,7.59,,,,
BROADWAY - CHENNAI,DASHRATH,6.6,,,,
BROADWAY - CHENNAI,BALANAGAR,4.73,,,,
BROADWAY - CHENNAI,GANDHIDHAM CITY,8.75,,,,
BROADWAY - CHENNAI,NELAMANGALA (BKG & DLY),3.3,,,,
BROADWAY - CHENNAI,PORBANDAR,9.3,,,,
BROADWAY - CHENNAI,SECUNDERABAD,4.93,,,,
BROADWAY - CHENNAI,DAPODA,8.14,,,,
BROADWAY - CHENNAI,GAJUWAKA,5.56,,,,
BROADWAY - CHENNAI,TIRUPUR,5.56,,,,
BROADWAY - CHENNAI,KURNOOL,7.1,,,,
BROADWAY - CHENNAI,PATANCHERU,4.73,,,,
BROADWAY - CHENNAI,NELAMANGALA (BKG & DLY),3.3,,,,
BROADWAY - CHENNAI,DAVANAGERE,5.01,,,,
BROADWAY - CHENNAI,BALANAGAR,4.73,,,,
BROADWAY - CHENNAI,NAROL,7.26,,,,
BROADWAY - CHENNAI,ODHAV,7.26,,,,
BROADWAY - CHENNAI,DELHI (RAMA ROAD),10.18,,,,
BROADWAY - CHENNAI,NAGPUR CITY,9.02,,,,
BROADWAY - CHENNAI,MUMBAI,8.14,,,,
BROADWAY - CHENNAI,NAGPUR (WADI),8.14,,,,
BROADWAY - CHENNAI,BARODA - KARELIBAUG,6.99,,,,
BROADWAY - CHENNAI,ELURU,4.73,,,,
BROADWAY - CHENNAI,CHAKAN CENTRAL CELL,6.99,,,,
BROADWAY - CHENNAI,BADDI (HIMACHAL PRADESH),11.06,,,,
BROADWAY - CHENNAI,VIJAYAWADA,3.03,,,,
BROADWAY - CHENNAI,BAHADURPALLY DELIVERY,4.46,,,,
BROADWAY - CHENNAI,PONDICHERRY,3.3,,,,
CUDDALORE,DAPODA,8.95,,,,
CUDDALORE,ANKLESHWAR,8.34,,,,
CUDDALORE,SRIPERUMBUDUR,3.23,,,,
CUDDALORE,MAHAPE,8.42,,,,
CUDDALORE,DAMAN DELIVERY UT,7.59,,,,
CUDDALORE,V V NAGAR,7.87,,,,
CUDDALORE,DIWANDEVDI,5.56,,,,
CUDDALORE,ODHAV,8.14,,,,
CUDDALORE,KHARAGPUR,13.81,,,,
CUDDALORE,DIWANDEVDI,5.76,,,,
GUINDY-CHENNAI,CHHATRAL (N.G.),7.59,,,,
GUINDY-CHENNAI,TRICHUR,7.37,,,,
GUINDY-CHENNAI,KOLKATA-SOUTH,11.06,,,,
GUINDY-CHENNAI,CHANDIGARH BRANCH,10.73,,,,
GUINDY-CHENNAI,SARKHEJ,7.26,,,,
GUINDY-CHENNAI,COIMBATORE BRANCH,4.18,,,,
GUINDY-CHENNAI,DODDABALLAPUR - BNG,4.18,,,,
GUINDY-CHENNAI,TRICHY,2.64,,,,
GUINDY-CHENNAI,KANJIKODE,7.65,,,,
GUINDY-CHENNAI,BELGAUM INDL ESTATE,7.37,,,,
GUINDY-CHENNAI,SRICITY - TADA,3.3,,,,
GUINDY-CHENNAI,ROORKEE,11.06,,,,
GUINDY-CHENNAI,NAGPUR CITY,9.02,,,,
GUINDY-CHENNAI,ODHAV,7.26,,,,
GUINDY-CHENNAI,MUMBAI,8.14,,,,
GUINDY-CHENNAI,HARIDWAR,11.06,,,,
GUINDY-CHENNAI,NELAMANGALA (BKG & DLY),3.3,,,,
GUINDY-CHENNAI,WAGHODIA,6.99,,,,
GUINDY-CHENNAI,NANDESARI,6.99,,,,
GUINDY-CHENNAI,LALBAGH ROAD,4.18,,,,
GUINDY-CHENNAI,DELHI (RAMA ROAD),10.18,,,,
GUINDY-CHENNAI,TUMKUR,4.73,,,,
GUINDY-CHENNAI,INDORE CITY,9.3,,,,
GUINDY-CHENNAI,NAROL,7.26,,,,
GUINDY-CHENNAI,MADURAI,4.46,,,,
GUINDY-CHENNAI,BHANDUP,8.14,,,,
GUINDY-CHENNAI,DAPODA,8.14,,,,
GUINDY-CHENNAI,MADGAON,8.42,,,,
GUINDY-CHENNAI,ANDHERI,8.14,,,,
GUINDY-CHENNAI,MAHAPE,7.59,,,,
GUINDY-CHENNAI,ANDHERI,8.14,,,,
GUINDY-CHENNAI,DELHI EAST,10.18,,,,
GUINDY-CHENNAI,SANAND,7.26,,,,
GUINDY-CHENNAI,THANJAVUR,6,,,,
GUINDY-CHENNAI,MAKARPURA,6.99,,,,
GUINDY-CHENNAI,CHAKAN CENTRAL CELL,6.99,,,,
GUINDY-CHENNAI,AURANGABAD (WALUJ) MIDC,8.14,,,,
GUINDY-CHENNAI,GURGAON BKG & DLY,9.63,,,,
GUINDY-CHENNAI,VAVDI-RAJKOT,8.42,,,,
GUINDY-CHENNAI,FARIDABAD,9.9,,,,
GUINDY-CHENNAI,PEENYA,3.91,,,,
GUINDY-CHENNAI,COIMBATORE BRANCH,4.18,,,,
GUINDY-CHENNAI,SECUNDERABAD,4.73,,,,
GUINDY-CHENNAI,SANTEJ,7.26,,,,
GUINDY-CHENNAI,ALLEPPEY,10.18,,,,
GUINDY-CHENNAI,MANGALORE,5.56,,,,
GUINDY-CHENNAI,PUNE CITY,6.99,,,,
GUINDY-CHENNAI,ODHAV,7.26,,,,
GUMMIDIPOONDI - CHENNAI,SARKHEJ,7.59,,,,
GUMMIDIPOONDI - CHENNAI,NASIK,7.87,,,,
GUMMIDIPOONDI - CHENNAI,NASIK,7.87,,,,
GUMMIDIPOONDI - CHENNAI,ANDHERI,8.42,,,,
GUMMIDIPOONDI - CHENNAI,LASUDIA,9.3,,,,
GUMMIDIPOONDI - CHENNAI,CHHATRAL (N.G.),7.87,,,,
GUMMIDIPOONDI - CHENNAI,CHHATRAL (N.G.),7.87,,,,
GUMMIDIPOONDI - CHENNAI,CHHATRAL (N.G.),7.87,,,,
GUMMIDIPOONDI - CHENNAI,CHANDIGARH BRANCH,11.33,,,,
GUMMIDIPOONDI - CHENNAI,JAIPUR,11.33,,,,
GUMMIDIPOONDI - CHENNAI,AMBATTUR-CHENNAI,2.31,,,,
GUMMIDIPOONDI - CHENNAI,KANPUR,13.92,,,,
GUMMIDIPOONDI - CHENNAI,VATVA,7.59,,,,
GUMMIDIPOONDI - CHENNAI,PITHAMPUR,10.18,,,,
GUMMIDIPOONDI - CHENNAI,SELAQUI,11.94,,,,
GUMMIDIPOONDI - CHENNAI,LUDHIANA,11.61,,,,
GUMMIDIPOONDI - CHENNAI,FARIDABAD,10.45,,,,
GUMMIDIPOONDI - CHENNAI,SINHAGAD ROAD,7.26,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,BELGAUM,7.37,,,,
GUMMIDIPOONDI - CHENNAI,CHHATRAL (N.G.),7.87,,,,
GUMMIDIPOONDI - CHENNAI,LASUDIA,9.3,,,,
GUMMIDIPOONDI - CHENNAI,VATVA,7.59,,,,
GUMMIDIPOONDI - CHENNAI,JIGANI,4.73,,,,
GUMMIDIPOONDI - CHENNAI,DODDABALLAPUR - BNG,4.46,,,,
GUMMIDIPOONDI - CHENNAI,LASUDIA,9.3,,,,
GUMMIDIPOONDI - CHENNAI,KANPUR,13.92,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,LASUDIA,9.3,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,NAGPUR (WADI),8.42,,,,
GUMMIDIPOONDI - CHENNAI,SINHAGAD ROAD,7.26,,,,
GUMMIDIPOONDI - CHENNAI,PALLAVARAM - CHENNAI,1.46,,,,
GUMMIDIPOONDI - CHENNAI,RANIPET,3.03,,,,
GUMMIDIPOONDI - CHENNAI,SHAPAR,8.75,,,,
GUMMIDIPOONDI - CHENNAI,HOWRAH,9.96,,,,
GUMMIDIPOONDI - CHENNAI,BELGAUM,7.37,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,PORBANDAR,9.63,,,,
GUMMIDIPOONDI - CHENNAI,KANAKAPURA ROAD - BNG,4.66,,,,
GUMMIDIPOONDI - CHENNAI,NELAMANGALA (BKG & DLY),3.63,,,,
GUMMIDIPOONDI - CHENNAI,SECUNDERABAD,5.48,,,,
GUMMIDIPOONDI - CHENNAI,MAPUCA,8.75,,,,
GUMMIDIPOONDI - CHENNAI,NAGPUR (WADI),8.42,,,,
GUMMIDIPOONDI - CHENNAI,LASUDIA,9.3,,,,
GUMMIDIPOONDI - CHENNAI,GHAZIABAD,10.73,,,,
GUMMIDIPOONDI - CHENNAI,ATIKA (RAJKOT),8.75,,,,
GUMMIDIPOONDI - CHENNAI,DELHI EAST,10.73,,,,
GUMMIDIPOONDI - CHENNAI,NAGPUR (WADI),8.42,,,,
GUMMIDIPOONDI - CHENNAI,BHAKTINAGAR,8.75,,,,
GUMMIDIPOONDI - CHENNAI,BELGAUM,7.37,,,,
GUMMIDIPOONDI - CHENNAI,COIMBATORE BRANCH,4.46,,,,
GUMMIDIPOONDI - CHENNAI,VATVA,7.59,,,,
GUMMIDIPOONDI - CHENNAI,SINHAGAD ROAD,7.26,,,,
KOYEMBEDU - CHENNAI,KOLKATA(B T ROAD),10.23,,,,
KOYEMBEDU - CHENNAI,ICHALKARANJI,7.87,,,,
KOYEMBEDU - CHENNAI,KURNOOL,7.1,,,,
KOYEMBEDU - CHENNAI,SARIGAM,6.99,,,,
KOYEMBEDU - CHENNAI,VARANASI,16.5,,,,
MADHAVRAM,PHURSUNGHI,6.99,,,,
MADHAVRAM,NEEMRANA,10.18,,,,
MADHAVRAM,GURGAON BKG & DLY,9.63,,,,
MADHAVRAM,SGTN-DELHI,10.45,,,,
MADHAVRAM,BIDADI,4.73,,,,
MADHAVRAM,BIDADI,4.73,,,,
MADHAVRAM,KAKINADA,5.56,,,,
MADHAVRAM,KAKINADA,5.56,,,,
MADHAVRAM,ANKLESHWAR,7.26,,,,
MADHAVRAM,SILVASSA,7.26,,,,
MADHAVRAM,WADA,7.87,,,,
MADHAVRAM,PATANCHERU,4.73,,,,
MADURAVOYIL BRANCH,PADRA (DHABASA),6.33,,,,
MADURAVOYIL BRANCH,NOIDA,9.63,,,,
MADURAVOYIL BRANCH,SECUNDERABAD,4.46,,,,
MADURAVOYIL BRANCH,GURGAON BKG & DLY,9.22,,,,
MADURAVOYIL BRANCH,ANANTAPURAM,5.21,,,,
MADURAVOYIL BRANCH,NELAMANGALA (BKG & DLY),2.64,,,,
MADURAVOYIL BRANCH,NAGPUR WADDHAMNA,6.99,,,,
MADURAVOYIL BRANCH,COIMBATORE BRANCH,3.63,,,,
MADURAVOYIL BRANCH,KALAMASSERY,7.1,,,,
MADURAVOYIL BRANCH,GOLDEN BRANCH,6.6,,,,
MADURAVOYIL BRANCH,RAJAJINAGAR,3.63,,,,
MADURAVOYIL BRANCH,BOLLARAM,4.46,,,,
MADURAVOYIL BRANCH,SACHIN,6.6,,,,
MADURAVOYIL BRANCH,KARUR,5.56,,,,
MADURAVOYIL BRANCH,SALEM,3.63,,,,
MADURAVOYIL BRANCH,KUNDLI BRANCH,9.02,,,,
MADURAVOYIL BRANCH,WAGHOLI,6.33,,,,
MADURAVOYIL BRANCH,SURAT CITY,6.6,,,,
MADURAVOYIL BRANCH,MYSORE,4.18,,,,
MADURAVOYIL BRANCH,RAJAJINAGAR,3.63,,,,
MADURAVOYIL BRANCH,INDORE CITY,8.75,,,,
MADURAVOYIL BRANCH,INDORE CITY,8.75,,,,
MADURAVOYIL BRANCH,PARDI,6.6,,,,
MADURAVOYIL BRANCH,NOIDA,9.63,,,,
MADURAVOYIL BRANCH,MEHSANA (N.G.),7.59,,,,
MADURAVOYIL BRANCH,GOLDEN BRANCH,6.6,,,,
MADURAVOYIL BRANCH,SURAT CITY,6.6,,,,
MADURAVOYIL BRANCH,MAHAPE,6.99,,,,
MADURAVOYIL BRANCH,VAPI DELIVERY,5.72,,,,
MADURAVOYIL BRANCH,PERUNDURAI SIPCOT,5.01,,,,
MADURAVOYIL BRANCH,HOWRAH,9.33,,,,
MADURAVOYIL BRANCH,KUNDLI BRANCH,9.02,,,,
MADURAVOYIL BRANCH,MADURAI,3.91,,,,
MADURAVOYIL BRANCH,KARAIKAL,5.12,,,,
MADURAVOYIL BRANCH,WADA,7.26,,,,
MADURAVOYIL BRANCH,GANDHINAGAR,6.99,,,,
MADURAVOYIL BRANCH,BOMMASANDRA,3.91,,,,
MADURAVOYIL BRANCH,BIDADI,4.18,,,,
MADURAVOYIL BRANCH,MAKARPURA,6.33,,,,
MADURAVOYIL BRANCH,POR,6.33,,,,
MADURAVOYIL BRANCH,KHOPOLI,8.14,,,,
MADURAVOYIL BRANCH,TIRUNELVELI,6.11,,,,
MADURAVOYIL BRANCH,CHAKAN CENTRAL CELL,6.53,,,,
MARAIMALAI NAGAR - CHE,MUMBAI,8.42,,,,
MARAIMALAI NAGAR - CHE,HOSUR,4.73,,,,
MARAIMALAI NAGAR - CHE,HAZIRA,8.75,,,,
MARAIMALAI NAGAR - CHE,SARKHEJ,7.59,,,,
MARAIMALAI NAGAR - CHE,MUMBAI,8.42,,,,
MARAIMALAI NAGAR - CHE,LASUDIA,9.3,,,,
MARAIMALAI NAGAR - CHE,KALAMASSERY,7.65,,,,
MARAIMALAI NAGAR - CHE,KALAMASSERY,7.65,,,,
MARAIMALAI NAGAR - CHE,KUNDAPUR,6.05,,,,
MARAIMALAI NAGAR - CHE,MANGALORE,5.83,,,,
MARAIMALAI NAGAR - CHE,TRIVANDRUM,8.2,,,,
