Bkg Branch,Delivery Branch,Card Rate
NADIAD,KARNAL,6.7
NADIAD,LUDHIANA,7.4
NADIAD,NALAGARH,6.7
NADIAD,PANCHKULA BRANCH,6.95
NADIAD,PANIPAT,6.7
NADIAD,PARWANOO,8.3
NADIAD,PATIALA,9.2
NADIAD,SOLAN,9.55
NADIAD,SRINAGAR,17.25
NADIAD,ALLAHABAD,12.9
NADIAD,BARABANKI,9.2
NADIAD,GHAZIPUR FR,9.2
NADIAD,GORAKHPUR,11.35
NADIAD,KANNAUJ FR,8.3
NADIAD,KANPUR,8.3
NADIAD,LUCKNOW,9.2
NADIAD,SHAHJHANPUR FR,8.85
NADIAD,VARANASI,12
NADIAD,AGRA,8.3
NADIAD,ALIGARH FR,9.2
NADIAD,FIROZABAD FR,9.2
NADIAD,GAJRAULA,6.95
NADIAD,GHAZIABAD,6.35
NADIAD,GREATER NOIDA,6.7
NADIAD,GWALIOR,8.3
NADIAD,MATHURA,8.05
NADIAD,MEERUT,7.4
NADIAD,NOIDA,6.35
NADIAD,BAREILLY,8.85
NADIAD,DEHRADUN,7.65
NADIAD,HARIDWAR,6.95
NADIAD,KASHIPUR,8.3
NADIAD,MORADABAD,7.4
NADIAD,ROORKEE,6.95
NADIAD,RUDRAPUR,6.95
NADIAD,SAHARANPUR,8.85
NADIAD,SELAQUI,7.65
NADIAD,SITARGANJ,8.3
NADIAD,ICHALKARANJI,9.2
NADIAD,KAGAL,9.55
NADIAD,KARAD,8.05
NADIAD,KOLHAPUR,8.05
NADIAD,LOTE,6.35
NADIAD,MADGAON,8.85
NADIAD,MAHAD MIDC,6.05
NADIAD,MAPUCA,8.85
NADIAD,PONDA,8.85
NADIAD,RATNAGIRI,8.85
NADIAD,ROHA,5.75
NADIAD,SANGLI,8.85
NADIAD,SATARA,7.65
NADIAD,SHINOLI,9.8
NADIAD,SOLAPUR,8.05
NADIAD,TEMBHURNI,9.85
NADIAD,VERNA-GOA,8.3
NADIAD,AHEMADNAGAR,6.7
NADIAD,AURANGABAD (WALUJ) MIDC,6.35
NADIAD,AURANGABAD CITY- CHIKALTHANA,7.4
NADIAD,DHULE,8.05
NADIAD,GONDHE,6.05
NADIAD,JALGAON,6.35
NADIAD,JALNA,8.6
NADIAD,LATUR,10.2
NADIAD,MALEGAON,8.85
NADIAD,NANDED,10.35
NADIAD,NASIK,4.8
NADIAD,SINNER,4.8
NADIAD,ALANDI,6.05
NADIAD,CHAKAN CENTRAL CELL,6.35
NADIAD,HINJEWADI,6.35
NADIAD,LONAVALA,6.95
NADIAD,NIGDI,6.35
NADIAD,PIRANGUT,6.35
NADIAD,RANJANGAON,6.35
NADIAD,TALEGAON (BKG & DLY),6.05
NADIAD,BARAMATI,8.05
NADIAD,KHED SHIVAPUR,6.35
NADIAD,KURKUMBH,8.05
NADIAD,PHURSUNGHI,6.35
NADIAD,PHURSUNGI DELIVERY,5
NADIAD,PUNE CITY,6.35
NADIAD,SHIRVAL,6.35
NADIAD,SINHAGAD ROAD,6.35
NADIAD,WAGHOLI,6.35
NADIAD,BHUJ,3.5
NADIAD,GANDHIDHAM,2.8
NADIAD,GANDHIDHAM CITY,2.8
NADIAD,MANDVI,3.5
NADIAD,MUNDRA,3.5
NADIAD,ATIKA (RAJKOT),2.3
NADIAD,BHAKTINAGAR,2.2
NADIAD,BHAVNAGAR,2.4
NADIAD,DARED,2.8
NADIAD,GONDAL,2.8
NADIAD,JAMNAGAR,2.8
NADIAD,JAMNAGAR - SHANKARTEKRI,2.8
NADIAD,JETPUR,2.8
NADIAD,JUNAGADH-SABALPUR,3.5
NADIAD,MAHUVA,3.5
NADIAD,METODA,2.4
NADIAD,MORBI,3.25
NADIAD,NAVAGAM (BHAVNAGAR),2.1
NADIAD,PIPAVAV,3.85
NADIAD,PORBANDAR,3.5
NADIAD,RUDANAGAR BRANCH,1.8
NADIAD,SHAPAR,2.3
NADIAD,SIHOR,2.8
NADIAD,THANGADH,2.8
NADIAD,TRAJPAR (MORBI),2.8
NADIAD,VAVDI-RAJKOT,2.4
NADIAD,VERAVAL,3.5
NADIAD,ANKLESHWAR,2.2
NADIAD,BHARUCH,3.25
NADIAD,DAHEJ,4.45
NADIAD,JHAGADIA,3
NADIAD,KIM,3.5
NADIAD,PANOLI,3.25
NADIAD,BILIMORA,3.85
NADIAD,HAZIRA,3.85
NADIAD,KADODARA BRANCH,3.5
NADIAD,NAVSARI,3.5
NADIAD,PALSANA,3.5
NADIAD,SACHIN,3.5
NADIAD,SAROLI,2.8
NADIAD,SURAT CITY,3.5
NADIAD,UNN,3.5
NADIAD,DADRA NAGAR HAVELI,3.5
NADIAD,DAMAN DELIVERY UT,3.5
NADIAD,PARDI,3.5
NADIAD,SARIGAM,3.5
NADIAD,SILVASSA,3.5
NADIAD,UMARGAON,3.5
NADIAD,VALSAD,3.85
NADIAD,VAPI DELIVERY,2.4
NARODA,ASLALI BRANCH,1.2
NARODA,GOBLEJ BKG & DLY,2.05
NARODA,KATHWADA,1.55
NARODA,KUBADTHAL FR,2
NARODA,NADIAD,1.65
NARODA,NARODA,1.4
NARODA,NAROL,1.2
NARODA,ODHAV,1.4
NARODA,RAKHIAL,1.4
NARODA,SARANGPUR,1.55
NARODA,VATVA,1.2
NARODA,CHANGODAR,1.4
NARODA,CHHATRAL (N.G.),1.3
NARODA,DHOLKA,1.55
NARODA,GANDHINAGAR,1.4
NARODA,HIMATNAGAR,1.55
NARODA,KALOL (N.G.),1.85
NARODA,MEHSANA (N.G.),1.85
NARODA,PALANPUR,2.25
NARODA,SANAND,1.65
NARODA,SANTEJ,1.3
NARODA,SARKHEJ,1.55
NARODA,SIDHPUR,2.15
NARODA,SURENDRANAGAR,1.85
NARODA,ABU ROAD,2.45
NARODA,BHILWARA FR,4.35
NARODA,CHITTORGARH  FR,4.95
NARODA,JODHPUR,3.85
NARODA,KOTA (RAJASTAN) FR,5
NARODA,PALI,3.25
NARODA,UDAIPUR,2.8
NARODA,CHITTOOR,11.7
NARODA,CUDDAPAH,10.75
NARODA,ELURU,9.55
NARODA,GAJUWAKA,10.2
NARODA,GUDIVADA,9.35
NARODA,GUNTUR,9.2
NARODA,KAKINADA,9.2
NARODA,NELLORE,10.2
NARODA,ONGOLE,9.85
NARODA,PARAWADA,11.1
NARODA,RAJAHMUNDRY CITY,8.85
NARODA,SRIKAKULAM,12
NARODA,TIRUPATHI,9.55
NARODA,VIJAYAWADA,8.05
NARODA,VIZIANAGARAM,11.7
NARODA,ADILABAD,9.55
NARODA,ANANTAPURAM,11.7
NARODA,AUTONAGAR-HYD,6.95
NARODA,BAHADURPALLY BOOKING,5.75
NARODA,BAHADURPALLY DELIVERY,7.1
NARODA,BALANAGAR,6.95
NARODA,BOLLARAM,9.2
NARODA,CHERLAPALLY,8.5
NARODA,DIWANDEVDI,6.95
NARODA,HUBSIGUDA,6.95
NARODA,HYDERABAD CENTRAL CELL,6.95
NARODA,JEEDIMETLA,6.7
NARODA,KARIMNAGAR,8.3
NARODA,KHAMMAM,8.3
NARODA,KOTHUR,7.6
NARODA,KURNOOL,8.3
NARODA,NIZAMABAD,8.6
NARODA,PATANCHERU,6.7
NARODA,SECUNDERABAD,6.7
NARODA,WARANGAL,8.05
NARODA,BARODA - KARELIBAUG,2.05
NARODA,DASHRATH,1.65
NARODA,GODHRA PANCHMAHAL,2.25
NARODA,GOLDEN BRANCH,2.15
NARODA,HALOL (GIDC),2.25
NARODA,JAROD,2.15
NARODA,MAKARPURA,2.15
NARODA,MANJUSAR,2.25
NARODA,NANDESARI,2.05
NARODA,PADRA (DHABASA),2.15
NARODA,POR,2.25
NARODA,V V NAGAR,1.65
NARODA,WAGHODIA,2.15
NARODA,AMBATTUR-CHENNAI,8.6
NARODA,BROADWAY - CHENNAI,8.6
NARODA,GUINDY-CHENNAI,8.6
NARODA,GUMMIDIPOONDI - CHENNAI,9.2
NARODA,PALLAVARAM - CHENNAI,7.25
NARODA,PARIVAKKAM-CHENNAI,8.05
NARODA,REDHILLS - CHENNAI,9.15
NARODA,SRICITY - TADA,9.95
NARODA,THIRUVALLUR - CHE,8.7
NARODA,AMBUR,9.55
NARODA,CUDDALORE,11
NARODA,KELAMBAKKAM,8.9
NARODA,MARAIMALAI NAGAR - CHE,9.2
NARODA,ORAGADAM-CHE,8.6
NARODA,PANRUTI,10
NARODA,PERUNGUDI,8.6
NARODA,PONDICHERRY,9.85
NARODA,RANIPET,9.55
NARODA,SRIPERUMBUDUR,8.6
NARODA,THIRUBHUVANAI,9.35
NARODA,THIRUVNNAMALAI,10.65
NARODA,BARGUR,9.9
NARODA,COIMBATORE BRANCH,9.55
NARODA,DHARMAPURI,10
NARODA,ERODE,9.85
NARODA,KANJIKODE,10.75
NARODA,KARAIKAL,12.95
NARODA,KARUR,10.4
NARODA,KOMARAPALAYAM,9.85
NARODA,KOVILPATTI,10.75
NARODA,KUMBAKONAM,11.8
NARODA,METTUR DAM,9.2
NARODA,NEELAMBUR,9.55
NARODA,PERUNDURAI SIPCOT,9.55
NARODA,POLLACHI,10.8
NARODA,PUDUKKOTTAI,12
NARODA,SALEM,8.6
NARODA,THANJAVUR,12.7
NARODA,TIRUCHENGODE,9.85
NARODA,TIRUPUR,9.55
NARODA,TRICHY,9.85
NARODA,ALLEPPEY,11.35
NARODA,CALICUT,14.4
NARODA,KALAMASSERY,11
NARODA,KANNUR,11
NARODA,KOTTAYAM,12.9
NARODA,MANJERI,11.25
NARODA,PERUMBAVOOR,11.8
NARODA,SHORANUR,11.05
NARODA,TRICHUR,11
NARODA,TRIVANDRUM,13.2
NARODA,DINDIGUL,10.2
NARODA,MADURAI,10.2
NARODA,NAGERCOIL,12.25
NARODA,RAJAPALAYAM,11.35
NARODA,SIVAKASI,10.2
NARODA,TIRUNELVELI,10.75
NARODA,TUTICORIN,10.45
NARODA,ALAMPUR,11.25
NARODA,BALASORE,15.1
NARODA,BERHAMPUR,15.45
NARODA,BHUBANESWAR,12.25
NARODA,BISHNUPUR-KOLKATTA,12.75
NARODA,BURDWAN,12.45
NARODA,CUTTACK,12.25
NARODA,DANKUNI,11.65
NARODA,DEOGHAR,16.85
NARODA,DURGAPUR,14.95
NARODA,GUWAHATI,17.2
NARODA,HALDIA,15.05
NARODA,HOWRAH,10.5
NARODA,JAIGAON - BHUTAN,24.55
NARODA,JAMSHEDPUR,12
NARODA,KALYANI,13.05
NARODA,KHARAGPUR,14.45
NARODA,KOLKATA TR,11.45
NARODA,KOLKATA(B T ROAD),9.95
NARODA,KOLKATA-CENTRAL,11.05
NARODA,KOLKATA-SOUTH,11.05
NARODA,MALDA,14.95
NARODA,PATNA,14
NARODA,RANCHI,12.25
NARODA,RANCHI DELIVERY,12.25
NARODA,RAXAUL,16.35
NARODA,SAMBALPUR,12.25
NARODA,SANTIPUR,13.01
NARODA,SILIGURI,16.35
NARODA,CHIKMAGALUR,10.2
NARODA,DODDABALLAPUR - BNG,8.05
NARODA,HASSAN,8.85
NARODA,HINDUPUR,9.55
NARODA,HOSKOTE,8.05
NARODA,K R PURAM,8.05
NARODA,KOLAR,8.15
NARODA,NELAMANGALA (BKG & DLY),6.95
NARODA,NELAMANGALA CENTRAL CELL,6.95
NARODA,PEENYA,7.65
NARODA,RAJAJINAGAR,8.05
NARODA,TUMKUR,8.3
NARODA,TUMKUR INDUSTRIAL AREA,8.3
NARODA,BIDADI,8.85
NARODA,BOMMASANDRA,8.05
NARODA,HAROHALLI - BANGALORE,8.85
NARODA,HOSUR,8.3
NARODA,HOSUR INDUSTRIAL AREA,8.05
NARODA,JIGANI,8.05
NARODA,KANAKAPURA ROAD - BNG,8.05
NARODA,LALBAGH ROAD,8.05
NARODA,BAIKAMPADY - MNG,10.75
NARODA,KARKALA,10.25
NARODA,KUNDAPUR,10.25
NARODA,KUSHALNAGAR – KODAGU,9.85
NARODA,MANDYA,8.05
NARODA,MANGALORE,9.85
NARODA,MYSORE,8.6
NARODA,MYSORE - INDUSTRIAL AREA,8.8
NARODA,PUTTUR,10.25
NARODA,RAMANAGARA,8.05
NARODA,UDUPI,10.2
NARODA,BAGALAKOTE - NORTH KAR,10.2
NARODA,BELGAUM,8.05
NARODA,BELGAUM INDL ESTATE,8.05
NARODA,BELLARY,9.85
NARODA,BHATKAL,9.35
NARODA,BIDAR,11
NARODA,BIJAPUR,10.2
NARODA,CHITRADURGA,10.2
NARODA,DAVANAGERE,9.85
NARODA,GADAG,9.55
NARODA,GANGAVATI,10.45
NARODA,GOKAK,10.95
NARODA,GULBARGA,10.75
NARODA,HOSPET,9.85
NARODA,HUBLI – TARIHAL,8.05
NARODA,HUBLI CITY,8.6
NARODA,HUBLI INDL AREA,8.05
NARODA,KARWAR,11.35
NARODA,KOPPAL,9.85
NARODA,KUMTA,10.2
NARODA,MACHHE INDUSTRIAL,12.3
NARODA,RABAKAVI - BANATTI,10.45
NARODA,RAICHUR,10.75
NARODA,RANEBENNUR,9.85
NARODA,SHIMOGA,10.45
NARODA,SINDHNOOR,11
NARODA,SIRSI,9.85
NARODA,AMBERNATH,4.7
NARODA,DAPODA,4.1
NARODA,DOMBIVLI,4.7
NARODA,MURBAD,5.6
NARODA,THANA,4.7
NARODA,VASIND,6.4
NARODA,WADA,5.3
NARODA,ANDHERI,4.1
NARODA,BHANDUP,3.85
NARODA,BOISAR,3.85
NARODA,DAHANU,4.45
NARODA,GENESIS,3.7
NARODA,GOREGOAN,5.6
NARODA,MIRA ROAD,4.1
NARODA,MUMBAI,4.1
NARODA,PALGHAR,4.1
NARODA,VASAI EAST,4.1
NARODA,VASAI HIGHWAY,4.1
NARODA,WADALA - MUMBAI,4.1
NARODA,DRONAGIRI,4.1
NARODA,KALAMBOLI,4.7
NARODA,KHOPOLI,5
NARODA,MAHAPE,5.3
NARODA,PATALGANGA,4.7
NARODA,TALOJA,4.7
NARODA,BHOPAL,5.75
NARODA,DEWAS (TOWN),5.15
NARODA,DEWAS NAKA,3.9
NARODA,INDORE CITY,4.8
NARODA,LASUDIA,3.9
NARODA,MANDIDEEP,6.7
NARODA,PITHAMPUR,4.8
NARODA,UJJAIN,4.05
NARODA,AKOLA,9.05
NARODA,AMRAVATI,8.85
NARODA,BHANDARA,9.2
NARODA,BHILAI,9.55
NARODA,BILASPUR,10.35
NARODA,BUTIBORI,8.6
NARODA,CHANDRAPUR,9.55
NARODA,CHHINDWARA,9.2
NARODA,GANDHIBAGH-NGP,8.05
NARODA,JABALPUR,7.65
NARODA,KHAMGAON,9.55
NARODA,MALKAPUR,10.8
NARODA,NAGPUR (WADI),6.35
NARODA,NAGPUR CITY,8.3
NARODA,NAGPUR CIY FR,8.3
NARODA,NAGPUR WADDHAMNA,6.35
NARODA,RAIPUR,8.6
NARODA,ALIPUR BRANCH,6.05
NARODA,DELHI (RAMA ROAD),5.75
NARODA,DELHI EAST,5.75
NARODA,FARIDABAD,5.75
NARODA,FARIDABAD FR,5.75
NARODA,KUNDLI BRANCH,6.05
NARODA,OKHLA-1,5.75
NARODA,ROHTAK,6.05
NARODA,SONEPAT,6.05
NARODA,TIKRI BORDER,6.7
NARODA,AJMER,7.05
NARODA,ALWAR,6.4
NARODA,BAGRU-JAIPUR,5.7
NARODA,BAIS GODAM,5.05
NARODA,BHIWADI - RAJASTHAN,5.75
NARODA,BIKANER,6.45
NARODA,DELHI HIGHWAY (JAIPUR) DLY,4.45
NARODA,DHARUHERA,6.05
NARODA,DHARUHERA FR,6.05
NARODA,GGNDLY,5.1
NARODA,GURGAON BKG & DLY,5.45
NARODA,JAIPUR,4.45
NARODA,MANESAR,6.05
NARODA,NEEMRANA,5.75
NARODA,SITAPURA - JAIPUR,5.7
NARODA,TRANSPORT NAGAR JAIPUR,5.2
NARODA,AMBALA CITY,6.35
NARODA,AMRITSAR,10.2
NARODA,BADDI (HIMACHAL PRADESH),6.35
NARODA,HISAR,7.4
NARODA,JAGADHRI,8.3
NARODA,JALANDHAR FR,8.05
NARODA,JAMMU,11.65
NARODA,KALA-AMB,8.6
NARODA,KARNAL,6.35
NARODA,LUDHIANA,6.95
NARODA,NALAGARH,6.35
NARODA,PANCHKULA BRANCH,6.7
NARODA,PANIPAT,6.35
NARODA,PARWANOO,8.05
NARODA,PATIALA,8.85
NARODA,SOLAN,9.2
NARODA,SRINAGAR,16.95
NARODA,ALLAHABAD,12.6
NARODA,BARABANKI,8.85
NARODA,GHAZIPUR FR,8.85
NARODA,GORAKHPUR,10.95
NARODA,KANNAUJ FR,8.05
NARODA,KANPUR,8.05
NARODA,LUCKNOW,8.85
NARODA,SHAHJHANPUR FR,8.6
NARODA,VARANASI,11.7
NARODA,AGRA,8.05
NARODA,ALIGARH FR,8.9
NARODA,FIROZABAD FR,8.9
NARODA,GAJRAULA,6.85
NARODA,GHAZIABAD,6.05
NARODA,GREATER NOIDA,6.35
NARODA,GWALIOR,8.05
NARODA,MATHURA,7.65
NARODA,MEERUT,6.95
NARODA,NOIDA,6.05
NARODA,BAREILLY,8.6
NARODA,DEHRADUN,7.4
NARODA,HARIDWAR,6.7
NARODA,KASHIPUR,8.05
NARODA,MORADABAD,6.95
NARODA,ROORKEE,6.7
NARODA,RUDRAPUR,6.7
NARODA,SAHARANPUR,8.6
NARODA,SELAQUI,7.4
NARODA,SITARGANJ,8.05
NARODA,ICHALKARANJI,8.85
NARODA,KAGAL,9.2
NARODA,KARAD,7.65
NARODA,KOLHAPUR,7.65
NARODA,LOTE,6.05
NARODA,MADGAON,8.6
NARODA,MAHAD MIDC,5.75
NARODA,MAPUCA,8.6
NARODA,PONDA,8.6
NARODA,RATNAGIRI,8.6
NARODA,ROHA,5.45
NARODA,SANGLI,8.6
NARODA,SATARA,7.4
NARODA,SHINOLI,9.7
NARODA,SOLAPUR,7.65
NARODA,TEMBHURNI,9.55
NARODA,VERNA-GOA,8.05
NARODA,AHEMADNAGAR,6.35
NARODA,AURANGABAD (WALUJ) MIDC,6.05
NARODA,AURANGABAD CITY- CHIKALTHANA,6.95
NARODA,DHULE,7.65
NARODA,GONDHE,5.75
NARODA,JALGAON,6.05
NARODA,JALNA,8.3
NARODA,LATUR,9.85
NARODA,MALEGAON,8.6
NARODA,NANDED,10
NARODA,NASIK,4.55
NARODA,SINNER,4.55
NARODA,ALANDI,5.75
NARODA,CHAKAN CENTRAL CELL,6.05
NARODA,HINJEWADI,6.05
NARODA,LONAVALA,6.7
NARODA,NIGDI,6.05
NARODA,PIRANGUT,6.05
NARODA,RANJANGAON,6.05
NARODA,TALEGAON (BKG & DLY),5.75
NARODA,BARAMATI,7.65
NARODA,KHED SHIVAPUR,6.35
NARODA,KURKUMBH,7.65
NARODA,PHURSUNGHI,6.05
NARODA,PHURSUNGI DELIVERY,4.85
NARODA,PUNE CITY,6.05
NARODA,SHIRVAL,6.05
NARODA,SINHAGAD ROAD,6.05
NARODA,WAGHOLI,6.05
NARODA,BHUJ,3.25
NARODA,GANDHIDHAM,2.25
NARODA,GANDHIDHAM CITY,2.25
NARODA,MANDVI,3.25
NARODA,MUNDRA,3.25
NARODA,ATIKA (RAJKOT),2.2
NARODA,BHAKTINAGAR,1.85
NARODA,BHAVNAGAR,2.15
NARODA,DARED,2.25
NARODA,GONDAL,2.45
NARODA,JAMNAGAR,2.25
NARODA,JAMNAGAR - SHANKARTEKRI,2.45
NARODA,JETPUR,2.45
NARODA,JUNAGADH-SABALPUR,3.25
NARODA,MAHUVA,3.25
NARODA,METODA,2.15
NARODA,MORBI,2.8
NARODA,NAVAGAM (BHAVNAGAR),1.75
NARODA,PIPAVAV,3.5
NARODA,PORBANDAR,3.25
NARODA,RUDANAGAR BRANCH,1.55
NARODA,SHAPAR,2.05
NARODA,SIHOR,2.45
NARODA,THANGADH,2.45
NARODA,TRAJPAR (MORBI),2.45
NARODA,VAVDI-RAJKOT,2.15
NARODA,VERAVAL,3.25
NARODA,ANKLESHWAR,1.85
NARODA,BHARUCH,2.8
NARODA,DAHEJ,4.1
NARODA,JHAGADIA,2.9
NARODA,KIM,3.25
NARODA,PANOLI,2.8
NARODA,BILIMORA,3.5
NARODA,HAZIRA,3.5
NARODA,KADODARA BRANCH,3.25
NARODA,NAVSARI,3.25
NARODA,PALSANA,3.25
NARODA,SACHIN,3.25
NARODA,SAROLI,2.25
NARODA,SURAT CITY,3.25
NARODA,UNN,3.25
NARODA,DADRA NAGAR HAVELI,3.25
NARODA,DAMAN DELIVERY UT,3.25
NARODA,PARDI,3.25
NARODA,SARIGAM,3.25
NARODA,SILVASSA,3.25
NARODA,UMARGAON,3.25
NARODA,VALSAD,3.5
NARODA,VAPI DELIVERY,2.15
NAROL,ASLALI BRANCH,1.15
NAROL,GOBLEJ BKG & DLY,1.95
NAROL,KATHWADA,1.5
NAROL,KUBADTHAL FR,1.95
NAROL,NADIAD,1.6
NAROL,NARODA,1.35
NAROL,NAROL,1.15
NAROL,ODHAV,1.35
NAROL,RAKHIAL,1.35
NAROL,SARANGPUR,1.5
NAROL,VATVA,1.15
NAROL,CHANGODAR,1.35
NAROL,CHHATRAL (N.G.),1.25
NAROL,DHOLKA,1.5
NAROL,GANDHINAGAR,1.35
NAROL,HIMATNAGAR,1.5
NAROL,KALOL (N.G.),1.8
NAROL,MEHSANA (N.G.),1.8
NAROL,PALANPUR,2.2
NAROL,SANAND,1.6
NAROL,SANTEJ,1.25
NAROL,SARKHEJ,1.5
NAROL,SIDHPUR,2.1
NAROL,SURENDRANAGAR,1.8
NAROL,ABU ROAD,2.4
NAROL,BHILWARA FR,4.35
NAROL,CHITTORGARH  FR,4.95
NAROL,JODHPUR,3.5
NAROL,KOTA (RAJASTAN) FR,5
NAROL,PALI,3
NAROL,UDAIPUR,2.8
NAROL,CHITTOOR,11.35
NAROL,CUDDAPAH,10.75
NAROL,ELURU,9.55
NAROL,GAJUWAKA,10.2
NAROL,GUDIVADA,9.25
NAROL,GUNTUR,9.2
NAROL,KAKINADA,9.2
NAROL,NELLORE,10.2
NAROL,ONGOLE,9.85
NAROL,PARAWADA,11.2
NAROL,RAJAHMUNDRY CITY,8.85
NAROL,SRIKAKULAM,12
NAROL,TIRUPATHI,9.55
NAROL,VIJAYAWADA,7.65
NAROL,VIZIANAGARAM,11.7
NAROL,ADILABAD,9.35
NAROL,ANANTAPURAM,11.7
NAROL,AUTONAGAR-HYD,6.95
NAROL,BAHADURPALLY BOOKING,5.75
NAROL,BAHADURPALLY DELIVERY,6.75
NAROL,BALANAGAR,6.7
NAROL,BOLLARAM,9.2
NAROL,CHERLAPALLY,8.35
NAROL,DIWANDEVDI,6.7
NAROL,HUBSIGUDA,6.95
NAROL,HYDERABAD CENTRAL CELL,6.95
NAROL,JEEDIMETLA,6.7
NAROL,KARIMNAGAR,8.3
NAROL,KHAMMAM,8.3
NAROL,KOTHUR,7.6
NAROL,KURNOOL,8.3
NAROL,NIZAMABAD,8.6
NAROL,PATANCHERU,6.7
NAROL,SECUNDERABAD,6.7
NAROL,WARANGAL,7.65
NAROL,BARODA - KARELIBAUG,1.95
NAROL,DASHRATH,1.6
NAROL,GODHRA PANCHMAHAL,2.2
NAROL,GOLDEN BRANCH,2.1
NAROL,HALOL (GIDC),2.2
NAROL,JAROD,2.1
NAROL,MAKARPURA,2.1
NAROL,MANJUSAR,2.2
NAROL,NANDESARI,1.95
NAROL,PADRA (DHABASA),2.1
NAROL,POR,2.2
NAROL,V V NAGAR,1.6
NAROL,WAGHODIA,2.1
NAROL,AMBATTUR-CHENNAI,8.6
NAROL,BROADWAY - CHENNAI,8.6
NAROL,GUINDY-CHENNAI,8.6
NAROL,GUMMIDIPOONDI - CHENNAI,8.85
NAROL,PALLAVARAM - CHENNAI,6.95
NAROL,PARIVAKKAM-CHENNAI,7.65
NAROL,REDHILLS - CHENNAI,9.05
NAROL,SRICITY - TADA,9.65
NAROL,THIRUVALLUR - CHE,8.35
NAROL,AMBUR,9.55
NAROL,CUDDALORE,11
NAROL,KELAMBAKKAM,8.7
NAROL,MARAIMALAI NAGAR - CHE,9.2
NAROL,ORAGADAM-CHE,8.6
NAROL,PANRUTI,9.9
NAROL,PERUNGUDI,8.6
NAROL,PONDICHERRY,9.85
NAROL,RANIPET,9.55
NAROL,SRIPERUMBUDUR,8.6
NAROL,THIRUBHUVANAI,9.05
NAROL,THIRUVNNAMALAI,10.45
NAROL,BARGUR,9.65
NAROL,COIMBATORE BRANCH,9.55
NAROL,DHARMAPURI,9.75
NAROL,ERODE,9.85
NAROL,KANJIKODE,10.75
NAROL,KARAIKAL,12.95
NAROL,KARUR,10.3
NAROL,KOMARAPALAYAM,9.55
NAROL,KOVILPATTI,10.75
NAROL,KUMBAKONAM,11.8
NAROL,METTUR DAM,8.85
NAROL,NEELAMBUR,9.55
NAROL,PERUNDURAI SIPCOT,9.55
NAROL,POLLACHI,10.8
NAROL,PUDUKKOTTAI,12
NAROL,SALEM,8.3
NAROL,THANJAVUR,12.7
NAROL,TIRUCHENGODE,9.85
NAROL,TIRUPUR,9.55
NAROL,TRICHY,9.85
NAROL,ALLEPPEY,11.35
NAROL,CALICUT,14.1
NAROL,KALAMASSERY,11
NAROL,KANNUR,11
NAROL,KOTTAYAM,12.6
NAROL,MANJERI,10.95
NAROL,PERUMBAVOOR,11.8
NAROL,SHORANUR,10.8
NAROL,TRICHUR,11
NAROL,TRIVANDRUM,13.2
NAROL,DINDIGUL,9.85
NAROL,MADURAI,9.85
NAROL,NAGERCOIL,12.25
NAROL,RAJAPALAYAM,11.35
NAROL,SIVAKASI,10.2
NAROL,TIRUNELVELI,10.75
NAROL,TUTICORIN,10.45
NAROL,ALAMPUR,11.1
NAROL,BALASORE,14.85
NAROL,BERHAMPUR,15.2
NAROL,BHUBANESWAR,12
NAROL,BISHNUPUR-KOLKATTA,12.4
NAROL,BURDWAN,12.1
NAROL,CUTTACK,12
NAROL,DANKUNI,11.35
NAROL,DEOGHAR,16.85
NAROL,DURGAPUR,14.55
NAROL,GUWAHATI,17.2
NAROL,HALDIA,14.7
NAROL,HOWRAH,10.5
NAROL,JAIGAON - BHUTAN,24.25
NAROL,JAMSHEDPUR,12
NAROL,KALYANI,12.75
NAROL,KHARAGPUR,14.1
NAROL,KOLKATA TR,11.1
NAROL,KOLKATA(B T ROAD),9.95
NAROL,KOLKATA-CENTRAL,10.8
NAROL,KOLKATA-SOUTH,11.05
NAROL,MALDA,14.65
NAROL,PATNA,14
NAROL,RANCHI,12
NAROL,RANCHI DELIVERY,12
NAROL,RAXAUL,16.35
NAROL,SAMBALPUR,12
NAROL,SANTIPUR,12.66
NAROL,SILIGURI,16.05
NAROL,CHIKMAGALUR,10.2
NAROL,DODDABALLAPUR - BNG,8.05
NAROL,HASSAN,8.85
NAROL,HINDUPUR,9.55
NAROL,HOSKOTE,8.05
NAROL,K R PURAM,8.05
NAROL,KOLAR,8.05
NAROL,NELAMANGALA (BKG & DLY),6.95
NAROL,NELAMANGALA CENTRAL CELL,6.95
NAROL,PEENYA,7.65
NAROL,RAJAJINAGAR,7.65
NAROL,TUMKUR,8.3
NAROL,TUMKUR INDUSTRIAL AREA,8.3
NAROL,BIDADI,8.85
NAROL,BOMMASANDRA,8.05
NAROL,HAROHALLI - BANGALORE,8.85
NAROL,HOSUR,8.3
NAROL,HOSUR INDUSTRIAL AREA,8.05
NAROL,JIGANI,8.05
NAROL,KANAKAPURA ROAD - BNG,8.05
NAROL,LALBAGH ROAD,8.05
NAROL,BAIKAMPADY - MNG,10.75
NAROL,KARKALA,10.1
NAROL,KUNDAPUR,10.1
NAROL,KUSHALNAGAR – KODAGU,9.85
NAROL,MANDYA,8.05
NAROL,MANGALORE,9.85
NAROL,MYSORE,8.3
NAROL,MYSORE - INDUSTRIAL AREA,8.7
NAROL,PUTTUR,10.1
NAROL,RAMANAGARA,8.05
