Bkg Branch,Delivery Branch,Card Rate
NAVSARI,KUBADTHAL FR,3.95
NAVSARI,NADIAD,3.5
NAVSARI,NARODA,3.5
NAVSARI,NAROL,3.25
NAVSARI,ODHAV,3.5
NAVSARI,RAKHIAL,3.5
NAVSARI,SARANGPUR,3.5
NAVSARI,VATVA,3.25
NAVSARI,CHANGODAR,3.5
NAVSARI,CHHATRAL (N.G.),3.5
NAVSARI,DHOLKA,3.5
NAVSARI,GANDHINAGAR,3.5
NAVSARI,HIMATNAGAR,3.85
NAVSARI,KALOL (N.G.),4.45
NAVSARI,MEHSANA (N.G.),3.85
NAVSARI,PALANPUR,4.7
NAVSARI,SANAND,3.5
NAVSARI,SANTEJ,3.5
NAVSARI,SARKHEJ,3.5
NAVSARI,SIDHPUR,4.7
NAVSARI,SURENDRANAGAR,3.85
NAVSARI,ABU ROAD,5.6
NAVSARI,BHILWARA FR,6.85
NAVSARI,CHITTORGARH  FR,7.3
NAVSARI,JODHPUR,6.8
NAVSARI,KOTA (RAJASTAN) FR,8.35
NAVSARI,PALI,8.1
NAVSARI,UDAIPUR,5.3
NAVSARI,CHITTOOR,13.2
NAVSARI,CUDDAPAH,12.6
NAVSARI,ELURU,11.35
NAVSARI,GAJUWAKA,11
NAVSARI,GUDIVADA,12.55
NAVSARI,GUNTUR,11
NAVSARI,KAKINADA,12
NAVSARI,NELLORE,12.25
NAVSARI,ONGOLE,11.35
NAVSARI,PARAWADA,12.1
NAVSARI,RAJAHMUNDRY CITY,11.7
NAVSARI,SRIKAKULAM,13.8
NAVSARI,TIRUPATHI,11.35
NAVSARI,VIJAYAWADA,9.55
NAVSARI,VIZIANAGARAM,13.45
NAVSARI,ADILABAD,7.65
NAVSARI,ANANTAPURAM,13.8
NAVSARI,AUTONAGAR-HYD,8.85
NAVSARI,BAHADURPALLY BOOKING,7.4
NAVSARI,BAHADURPALLY DELIVERY,8.05
NAVSARI,BALANAGAR,8.3
NAVSARI,BOLLARAM,8.55
NAVSARI,CHERLAPALLY,8.05
NAVSARI,DIWANDEVDI,8.3
NAVSARI,HUBSIGUDA,8.3
NAVSARI,HYDERABAD CENTRAL CELL,8.3
NAVSARI,JEEDIMETLA,8.05
NAVSARI,KARIMNAGAR,9.85
NAVSARI,KHAMMAM,9.85
NAVSARI,KOTHUR,9.15
NAVSARI,KURNOOL,9.85
NAVSARI,NIZAMABAD,10.2
NAVSARI,PATANCHERU,8.3
NAVSARI,SECUNDERABAD,8.3
NAVSARI,WARANGAL,9.55
NAVSARI,BARODA - KARELIBAUG,3.5
NAVSARI,DASHRATH,2.8
NAVSARI,GODHRA PANCHMAHAL,3.5
NAVSARI,GOLDEN BRANCH,3.5
NAVSARI,HALOL (GIDC),3.5
NAVSARI,JAROD,3.5
NAVSARI,MAKARPURA,3.5
NAVSARI,MANJUSAR,3.5
NAVSARI,NANDESARI,3.5
NAVSARI,PADRA (DHABASA),3.5
NAVSARI,POR,3.5
NAVSARI,V V NAGAR,3.5
NAVSARI,WAGHODIA,3.5
NAVSARI,AMBATTUR-CHENNAI,10.75
NAVSARI,BROADWAY - CHENNAI,10.75
NAVSARI,GUINDY-CHENNAI,10.75
NAVSARI,GUMMIDIPOONDI - CHENNAI,11.35
NAVSARI,PALLAVARAM - CHENNAI,8.4
NAVSARI,PARIVAKKAM-CHENNAI,9.85
NAVSARI,REDHILLS - CHENNAI,9.9
NAVSARI,SRICITY - TADA,12.05
NAVSARI,THIRUVALLUR - CHE,10.5
NAVSARI,AMBUR,12.6
NAVSARI,CUDDALORE,13.45
NAVSARI,KELAMBAKKAM,10.35
NAVSARI,MARAIMALAI NAGAR - CHE,11.35
NAVSARI,ORAGADAM-CHE,11
NAVSARI,PANRUTI,12.65
NAVSARI,PERUNGUDI,10.75
NAVSARI,PONDICHERRY,12.25
NAVSARI,RANIPET,11.7
NAVSARI,SRIPERUMBUDUR,10.75
NAVSARI,THIRUBHUVANAI,11.2
NAVSARI,THIRUVNNAMALAI,11.85
NAVSARI,BARGUR,11.05
NAVSARI,COIMBATORE BRANCH,9.85
NAVSARI,DHARMAPURI,11.2
NAVSARI,ERODE,11.7
NAVSARI,KANJIKODE,12.25
NAVSARI,KARAIKAL,15.05
NAVSARI,KARUR,11.7
NAVSARI,KOMARAPALAYAM,12.25
NAVSARI,KOVILPATTI,14.05
NAVSARI,KUMBAKONAM,13.9
NAVSARI,METTUR DAM,11.7
NAVSARI,NEELAMBUR,9.85
NAVSARI,PERUNDURAI SIPCOT,11.7
NAVSARI,POLLACHI,11.05
NAVSARI,PUDUKKOTTAI,16.2
NAVSARI,SALEM,9.85
NAVSARI,THANJAVUR,14.9
NAVSARI,TIRUCHENGODE,11.7
NAVSARI,TIRUPUR,11.7
NAVSARI,TRICHY,12
NAVSARI,ALLEPPEY,14.1
NAVSARI,CALICUT,13.45
NAVSARI,KALAMASSERY,12.6
NAVSARI,KANNUR,10.75
NAVSARI,KOTTAYAM,14.1
NAVSARI,MANJERI,14.4
NAVSARI,PERUMBAVOOR,13.4
NAVSARI,SHORANUR,11.05
NAVSARI,TRICHUR,13.45
NAVSARI,TRIVANDRUM,15.3
NAVSARI,DINDIGUL,12.25
NAVSARI,MADURAI,11.7
NAVSARI,NAGERCOIL,14.4
NAVSARI,RAJAPALAYAM,13.8
NAVSARI,SIVAKASI,13.45
NAVSARI,TIRUNELVELI,14.1
NAVSARI,TUTICORIN,14.1
NAVSARI,ALAMPUR,13.25
NAVSARI,BALASORE,15.1
NAVSARI,BERHAMPUR,15.45
NAVSARI,BHUBANESWAR,13.75
NAVSARI,BISHNUPUR-KOLKATTA,12.7
NAVSARI,BURDWAN,12.4
NAVSARI,CUTTACK,12.25
NAVSARI,DANKUNI,11.55
NAVSARI,DEOGHAR,16.25
NAVSARI,DURGAPUR,12.65
NAVSARI,GUWAHATI,20.15
NAVSARI,HALDIA,12.7
NAVSARI,HOWRAH,11.4
NAVSARI,JAIGAON - BHUTAN,27.15
NAVSARI,JAMSHEDPUR,13.4
NAVSARI,KALYANI,13
NAVSARI,KHARAGPUR,14.3
NAVSARI,KOLKATA TR,11.4
NAVSARI,KOLKATA(B T ROAD),12.25
NAVSARI,KOLKATA-CENTRAL,12.55
NAVSARI,KOLKATA-SOUTH,12.8
NAVSARI,MALDA,14.9
NAVSARI,PATNA,13.4
NAVSARI,RANCHI,14.3
NAVSARI,RANCHI DELIVERY,14.3
NAVSARI,RAXAUL,15.7
NAVSARI,SAMBALPUR,12
NAVSARI,SANTIPUR,12.96
NAVSARI,SILIGURI,18.95
NAVSARI,CHIKMAGALUR,11.35
NAVSARI,DODDABALLAPUR - BNG,10.2
NAVSARI,HASSAN,11.35
NAVSARI,HINDUPUR,10.75
NAVSARI,HOSKOTE,10.2
NAVSARI,K R PURAM,10.2
NAVSARI,KOLAR,9.55
NAVSARI,NELAMANGALA (BKG & DLY),9.2
NAVSARI,NELAMANGALA CENTRAL CELL,9.2
NAVSARI,PEENYA,9.85
NAVSARI,RAJAJINAGAR,10.2
NAVSARI,TUMKUR,10.45
NAVSARI,TUMKUR INDUSTRIAL AREA,10.45
NAVSARI,BIDADI,10.45
NAVSARI,BOMMASANDRA,10.2
NAVSARI,HAROHALLI - BANGALORE,10.45
NAVSARI,HOSUR,10.45
NAVSARI,HOSUR INDUSTRIAL AREA,10.2
NAVSARI,JIGANI,10.2
NAVSARI,KANAKAPURA ROAD - BNG,10.2
NAVSARI,LALBAGH ROAD,10.2
NAVSARI,BAIKAMPADY - MNG,10.9
NAVSARI,KARKALA,11.4
NAVSARI,KUNDAPUR,11.4
NAVSARI,KUSHALNAGAR – KODAGU,12.25
NAVSARI,MANDYA,10.45
NAVSARI,MANGALORE,10.45
NAVSARI,MYSORE,10.75
NAVSARI,MYSORE - INDUSTRIAL AREA,9.55
NAVSARI,PUTTUR,11.25
NAVSARI,RAMANAGARA,10.2
NAVSARI,UDUPI,10.45
NAVSARI,BAGALAKOTE - NORTH KAR,10.45
NAVSARI,BELGAUM,8.05
NAVSARI,BELGAUM INDL ESTATE,8.05
NAVSARI,BELLARY,10.45
NAVSARI,BHATKAL,9.35
NAVSARI,BIDAR,11.7
NAVSARI,BIJAPUR,10.45
NAVSARI,CHITRADURGA,10.45
NAVSARI,DAVANAGERE,10.45
NAVSARI,GADAG,9.85
NAVSARI,GANGAVATI,10.75
NAVSARI,GOKAK,9.9
NAVSARI,GULBARGA,11.35
NAVSARI,HOSPET,10.45
NAVSARI,HUBLI – TARIHAL,8.05
NAVSARI,HUBLI CITY,8.85
NAVSARI,HUBLI INDL AREA,8.05
NAVSARI,KARWAR,11.7
NAVSARI,KOPPAL,10.2
NAVSARI,KUMTA,10.45
NAVSARI,MACHHE INDUSTRIAL,9.05
NAVSARI,RABAKAVI - BANATTI,10.75
NAVSARI,RAICHUR,11.35
NAVSARI,RANEBENNUR,9.85
NAVSARI,SHIMOGA,10.75
NAVSARI,SINDHNOOR,11.35
NAVSARI,SIRSI,10.45
NAVSARI,AMBERNATH,4.7
NAVSARI,DAPODA,4.45
NAVSARI,DOMBIVLI,4.7
NAVSARI,MURBAD,6.8
NAVSARI,THANA,6.2
NAVSARI,VASIND,6.3
NAVSARI,WADA,4.45
NAVSARI,ANDHERI,4.45
NAVSARI,BHANDUP,6.8
NAVSARI,BOISAR,3.5
NAVSARI,DAHANU,3.5
NAVSARI,GENESIS,4.25
NAVSARI,GOREGOAN,6.2
NAVSARI,MIRA ROAD,3.85
NAVSARI,MUMBAI,4.45
NAVSARI,PALGHAR,3.5
NAVSARI,VASAI EAST,3.85
NAVSARI,VASAI HIGHWAY,3.85
NAVSARI,WADALA - MUMBAI,4.45
NAVSARI,DRONAGIRI,5
NAVSARI,KALAMBOLI,4.45
NAVSARI,KHOPOLI,5.3
NAVSARI,MAHAPE,6.2
NAVSARI,PATALGANGA,4.7
NAVSARI,TALOJA,4.45
NAVSARI,BHOPAL,7.65
NAVSARI,DEWAS (TOWN),6.95
NAVSARI,DEWAS NAKA,5.75
NAVSARI,INDORE CITY,6.35
NAVSARI,LASUDIA,5.75
NAVSARI,MANDIDEEP,7.4
NAVSARI,PITHAMPUR,6.7
NAVSARI,UJJAIN,4.95
NAVSARI,AKOLA,9.95
NAVSARI,AMRAVATI,9.2
NAVSARI,BHANDARA,8.85
NAVSARI,BHILAI,9.55
NAVSARI,BILASPUR,11.25
NAVSARI,BUTIBORI,8.3
NAVSARI,CHANDRAPUR,9.55
NAVSARI,CHHINDWARA,8.85
NAVSARI,GANDHIBAGH-NGP,7.95
NAVSARI,JABALPUR,10.75
NAVSARI,KHAMGAON,10.2
NAVSARI,MALKAPUR,11.45
NAVSARI,NAGPUR (WADI),8.05
NAVSARI,NAGPUR CITY,9.2
NAVSARI,NAGPUR CIY FR,9.2
NAVSARI,NAGPUR WADDHAMNA,6.95
NAVSARI,RAIPUR,9.55
NAVSARI,ALIPUR BRANCH,8.85
NAVSARI,DELHI (RAMA ROAD),8.6
NAVSARI,DELHI EAST,8.6
NAVSARI,FARIDABAD,8.3
NAVSARI,FARIDABAD FR,8.3
NAVSARI,KUNDLI BRANCH,8.35
NAVSARI,OKHLA-1,8.85
NAVSARI,ROHTAK,8.85
NAVSARI,SONEPAT,8.85
NAVSARI,TIKRI BORDER,8.85
NAVSARI,AJMER,9.2
NAVSARI,ALWAR,8.65
NAVSARI,BAGRU-JAIPUR,8.9
NAVSARI,BAIS GODAM,7.45
NAVSARI,BHIWADI - RAJASTHAN,8.3
NAVSARI,BIKANER,8.35
NAVSARI,DELHI HIGHWAY (JAIPUR) DLY,6.8
NAVSARI,DHARUHERA,8.6
NAVSARI,DHARUHERA FR,8.6
NAVSARI,GGNDLY,8.05
NAVSARI,GURGAON BKG & DLY,8.3
NAVSARI,JAIPUR,6.8
NAVSARI,MANESAR,8.6
NAVSARI,NEEMRANA,8.6
NAVSARI,SITAPURA - JAIPUR,8.9
NAVSARI,TRANSPORT NAGAR JAIPUR,8.25
NAVSARI,AMBALA CITY,10.45
NAVSARI,AMRITSAR,12.9
NAVSARI,BADDI (HIMACHAL PRADESH),9.55
NAVSARI,HISAR,9.85
NAVSARI,JAGADHRI,12.6
NAVSARI,JALANDHAR FR,11
NAVSARI,JAMMU,14.7
NAVSARI,KALA-AMB,11.35
NAVSARI,KARNAL,9.2
NAVSARI,LUDHIANA,10.75
NAVSARI,NALAGARH,10.75
NAVSARI,PANCHKULA BRANCH,9.55
NAVSARI,PANIPAT,9.2
NAVSARI,PARWANOO,11.35
NAVSARI,PATIALA,11.35
NAVSARI,SOLAN,12.25
NAVSARI,SRINAGAR,20.1
NAVSARI,ALLAHABAD,12.6
NAVSARI,BARABANKI,11.35
NAVSARI,GHAZIPUR FR,11.35
NAVSARI,GORAKHPUR,13.4
NAVSARI,KANNAUJ FR,9.85
NAVSARI,KANPUR,9.85
NAVSARI,LUCKNOW,11.35
NAVSARI,SHAHJHANPUR FR,11.35
NAVSARI,VARANASI,12.9
NAVSARI,AGRA,12
NAVSARI,ALIGARH FR,12.9
NAVSARI,FIROZABAD FR,12.9
NAVSARI,GAJRAULA,9.35
NAVSARI,GHAZIABAD,8.85
NAVSARI,GREATER NOIDA,8.85
NAVSARI,GWALIOR,9.2
NAVSARI,MATHURA,9.85
NAVSARI,MEERUT,10.2
NAVSARI,NOIDA,8.85
NAVSARI,BAREILLY,11.35
NAVSARI,DEHRADUN,10.2
NAVSARI,HARIDWAR,9.55
NAVSARI,KASHIPUR,11
NAVSARI,MORADABAD,10.45
NAVSARI,ROORKEE,9.55
NAVSARI,RUDRAPUR,9.85
NAVSARI,SAHARANPUR,11.7
NAVSARI,SELAQUI,10.2
NAVSARI,SITARGANJ,10.75
NAVSARI,ICHALKARANJI,9.85
NAVSARI,KAGAL,9.85
NAVSARI,KARAD,8.6
NAVSARI,KOLHAPUR,8.05
NAVSARI,LOTE,6.35
NAVSARI,MADGAON,10.75
NAVSARI,MAHAD MIDC,5.75
NAVSARI,MAPUCA,9.2
NAVSARI,PONDA,9.2
NAVSARI,RATNAGIRI,9.55
NAVSARI,ROHA,5.75
NAVSARI,SANGLI,9.55
NAVSARI,SATARA,8.6
NAVSARI,SHINOLI,8.6
NAVSARI,SOLAPUR,8.85
NAVSARI,TEMBHURNI,8.85
NAVSARI,VERNA-GOA,9.2
NAVSARI,AHEMADNAGAR,6.95
NAVSARI,AURANGABAD (WALUJ) MIDC,5.75
NAVSARI,AURANGABAD CITY- CHIKALTHANA,6.35
NAVSARI,DHULE,7.65
NAVSARI,GONDHE,5.75
NAVSARI,JALGAON,7.4
NAVSARI,JALNA,6.7
NAVSARI,LATUR,11.7
NAVSARI,MALEGAON,8.05
NAVSARI,NANDED,11.2
NAVSARI,NASIK,4.55
NAVSARI,SINNER,4.55
NAVSARI,ALANDI,6.35
NAVSARI,CHAKAN CENTRAL CELL,6.7
NAVSARI,HINJEWADI,6.7
NAVSARI,LONAVALA,7.25
NAVSARI,NIGDI,6.05
NAVSARI,PIRANGUT,6.7
NAVSARI,RANJANGAON,6.95
NAVSARI,TALEGAON (BKG & DLY),6.35
NAVSARI,BARAMATI,8.6
NAVSARI,KHED SHIVAPUR,6.7
NAVSARI,KURKUMBH,8.6
NAVSARI,PHURSUNGHI,5.75
NAVSARI,PHURSUNGI DELIVERY,5.2
NAVSARI,PUNE CITY,6.7
NAVSARI,SHIRVAL,6.95
NAVSARI,SINHAGAD ROAD,6.7
NAVSARI,WAGHOLI,5.75
NAVSARI,BHUJ,5.6
NAVSARI,GANDHIDHAM,4.45
NAVSARI,GANDHIDHAM CITY,5
NAVSARI,MANDVI,5.85
NAVSARI,MUNDRA,5.6
NAVSARI,ATIKA (RAJKOT),5
NAVSARI,BHAKTINAGAR,5
NAVSARI,BHAVNAGAR,5
NAVSARI,DARED,5.3
NAVSARI,GONDAL,5.3
NAVSARI,JAMNAGAR,5.3
NAVSARI,JAMNAGAR - SHANKARTEKRI,5.3
NAVSARI,JETPUR,5.3
NAVSARI,JUNAGADH-SABALPUR,5.6
NAVSARI,MAHUVA,5.6
NAVSARI,METODA,5
NAVSARI,MORBI,5.6
NAVSARI,NAVAGAM (BHAVNAGAR),4.45
NAVSARI,PIPAVAV,6.2
NAVSARI,PORBANDAR,5.85
NAVSARI,RUDANAGAR BRANCH,4.45
NAVSARI,SHAPAR,5
NAVSARI,SIHOR,5
NAVSARI,THANGADH,5.3
NAVSARI,TRAJPAR (MORBI),5.3
NAVSARI,VAVDI-RAJKOT,5
NAVSARI,VERAVAL,6.2
NAVSARI,ANKLESHWAR,2.2
NAVSARI,BHARUCH,3.5
NAVSARI,DAHEJ,4.7
NAVSARI,JHAGADIA,3.3
NAVSARI,KIM,3.5
NAVSARI,PANOLI,3.25
NAVSARI,BILIMORA,3.25
NAVSARI,HAZIRA,1.6
NAVSARI,KADODARA BRANCH,1.6
NAVSARI,NAVSARI,1.7
NAVSARI,PALSANA,1.6
NAVSARI,SACHIN,1.6
NAVSARI,SAROLI,1
NAVSARI,SURAT CITY,1.6
NAVSARI,UNN,1.6
NAVSARI,DADRA NAGAR HAVELI,2.8
NAVSARI,DAMAN DELIVERY UT,2.8
NAVSARI,PARDI,3.25
NAVSARI,SARIGAM,2.8
NAVSARI,SILVASSA,2.8
NAVSARI,UMARGAON,2.8
NAVSARI,VALSAD,3.25
NAVSARI,VAPI DELIVERY,2.1
PALSANA,ASLALI BRANCH,3.25
PALSANA,GOBLEJ BKG & DLY,3.25
PALSANA,KATHWADA,3.5
PALSANA,KUBADTHAL FR,3.95
PALSANA,NADIAD,3.5
PALSANA,NARODA,3.25
PALSANA,NAROL,3.25
PALSANA,ODHAV,3.25
PALSANA,RAKHIAL,3.25
PALSANA,SARANGPUR,3.5
PALSANA,VATVA,3.25
PALSANA,CHANGODAR,3.25
PALSANA,CHHATRAL (N.G.),3.5
PALSANA,DHOLKA,3.25
PALSANA,GANDHINAGAR,3.5
PALSANA,HIMATNAGAR,3.85
PALSANA,KALOL (N.G.),4.45
PALSANA,MEHSANA (N.G.),3.85
PALSANA,PALANPUR,4.7
PALSANA,SANAND,3.5
PALSANA,SANTEJ,3.5
PALSANA,SARKHEJ,3.25
PALSANA,SIDHPUR,4.7
PALSANA,SURENDRANAGAR,3.85
PALSANA,ABU ROAD,5.3
PALSANA,BHILWARA FR,6.85
PALSANA,CHITTORGARH  FR,7.3
PALSANA,JODHPUR,6.8
PALSANA,KOTA (RAJASTAN) FR,8.1
PALSANA,PALI,8.1
PALSANA,UDAIPUR,5.3
PALSANA,CHITTOOR,13.2
PALSANA,CUDDAPAH,12.6
PALSANA,ELURU,11
PALSANA,GAJUWAKA,10.75
PALSANA,GUDIVADA,12
PALSANA,GUNTUR,10.75
PALSANA,KAKINADA,11.7
PALSANA,NELLORE,12.25
PALSANA,ONGOLE,11.35
PALSANA,PARAWADA,11.8
PALSANA,RAJAHMUNDRY CITY,11.7
PALSANA,SRIKAKULAM,13.8
PALSANA,TIRUPATHI,11
PALSANA,VIJAYAWADA,9.55
PALSANA,VIZIANAGARAM,13.45
PALSANA,ADILABAD,7.05
PALSANA,ANANTAPURAM,13.8
PALSANA,AUTONAGAR-HYD,8.6
PALSANA,BAHADURPALLY BOOKING,7.4
PALSANA,BAHADURPALLY DELIVERY,8.05
PALSANA,BALANAGAR,8.3
PALSANA,BOLLARAM,8
PALSANA,CHERLAPALLY,7.45
PALSANA,DIWANDEVDI,8.3
PALSANA,HUBSIGUDA,8.3
PALSANA,HYDERABAD CENTRAL CELL,8.3
PALSANA,JEEDIMETLA,8.05
PALSANA,KARIMNAGAR,9.85
PALSANA,KHAMMAM,9.55
PALSANA,KOTHUR,8.6
PALSANA,KURNOOL,9.85
PALSANA,NIZAMABAD,10.2
PALSANA,PATANCHERU,8.05
PALSANA,SECUNDERABAD,8.05
PALSANA,WARANGAL,9.55
PALSANA,BARODA - KARELIBAUG,3.25
PALSANA,DASHRATH,2.45
PALSANA,GODHRA PANCHMAHAL,3.5
PALSANA,GOLDEN BRANCH,3.5
PALSANA,HALOL (GIDC),3.5
PALSANA,JAROD,3.5
PALSANA,MAKARPURA,3.5
PALSANA,MANJUSAR,3.25
PALSANA,NANDESARI,3.25
PALSANA,PADRA (DHABASA),3.25
PALSANA,POR,3.25
PALSANA,V V NAGAR,3.5
PALSANA,WAGHODIA,3.25
PALSANA,AMBATTUR-CHENNAI,10.75
PALSANA,BROADWAY - CHENNAI,10.75
PALSANA,GUINDY-CHENNAI,10.75
PALSANA,GUMMIDIPOONDI - CHENNAI,11.35
PALSANA,PALLAVARAM - CHENNAI,8.9
PALSANA,PARIVAKKAM-CHENNAI,9.85
PALSANA,REDHILLS - CHENNAI,9.25
PALSANA,SRICITY - TADA,12.05
PALSANA,THIRUVALLUR - CHE,10.5
PALSANA,AMBUR,12.6
PALSANA,CUDDALORE,13.45
PALSANA,KELAMBAKKAM,9.8
PALSANA,MARAIMALAI NAGAR - CHE,11.35
PALSANA,ORAGADAM-CHE,10.75
PALSANA,PANRUTI,12.1
PALSANA,PERUNGUDI,10.75
PALSANA,PONDICHERRY,12.25
PALSANA,RANIPET,11.7
PALSANA,SRIPERUMBUDUR,10.75
PALSANA,THIRUBHUVANAI,11.2
PALSANA,THIRUVNNAMALAI,11.25
PALSANA,BARGUR,11.05
PALSANA,COIMBATORE BRANCH,9.85
PALSANA,DHARMAPURI,11.2
PALSANA,ERODE,11.7
PALSANA,KANJIKODE,12.25
PALSANA,KARAIKAL,15.05
PALSANA,KARUR,11.7
PALSANA,KOMARAPALAYAM,12.25
PALSANA,KOVILPATTI,14.05
PALSANA,KUMBAKONAM,13.9
PALSANA,METTUR DAM,11.7
PALSANA,NEELAMBUR,3.6
PALSANA,PERUNDURAI SIPCOT,11.7
PALSANA,POLLACHI,11.05
PALSANA,PUDUKKOTTAI,16.2
PALSANA,SALEM,9.85
PALSANA,THANJAVUR,14.9
PALSANA,TIRUCHENGODE,11.7
PALSANA,TIRUPUR,11.7
PALSANA,TRICHY,12
PALSANA,ALLEPPEY,14.1
PALSANA,CALICUT,13.45
PALSANA,KALAMASSERY,12.6
PALSANA,KANNUR,14.5
PALSANA,KOTTAYAM,14.1
PALSANA,MANJERI,14.4
PALSANA,PERUMBAVOOR,13.4
PALSANA,SHORANUR,11.05
PALSANA,TRICHUR,13.45
PALSANA,TRIVANDRUM,15.3
PALSANA,DINDIGUL,12.25
PALSANA,MADURAI,11.7
PALSANA,NAGERCOIL,14.4
PALSANA,RAJAPALAYAM,13.8
PALSANA,SIVAKASI,13.45
PALSANA,TIRUNELVELI,14.1
PALSANA,TUTICORIN,14.1
PALSANA,ALAMPUR,12.65
PALSANA,BALASORE,15.1
PALSANA,BERHAMPUR,15.45
PALSANA,BHUBANESWAR,13.75
PALSANA,BISHNUPUR-KOLKATTA,12.7
PALSANA,BURDWAN,12.4
PALSANA,CUTTACK,12.25
PALSANA,DANKUNI,11.55
PALSANA,DEOGHAR,16
PALSANA,DURGAPUR,12.75
PALSANA,GUWAHATI,19.8
PALSANA,HALDIA,12.8
PALSANA,HOWRAH,11.4
PALSANA,JAIGAON - BHUTAN,26.85
PALSANA,JAMSHEDPUR,13.15
PALSANA,KALYANI,13
PALSANA,KHARAGPUR,14.3
PALSANA,KOLKATA TR,11.4
PALSANA,KOLKATA(B T ROAD),12.25
PALSANA,KOLKATA-CENTRAL,12.55
PALSANA,KOLKATA-SOUTH,12.8
PALSANA,MALDA,14.9
PALSANA,PATNA,13.15
PALSANA,RANCHI,14.3
PALSANA,RANCHI DELIVERY,14.3
PALSANA,RAXAUL,15.45
PALSANA,SAMBALPUR,12
PALSANA,SANTIPUR,12.96
PALSANA,SILIGURI,18.65
PALSANA,CHIKMAGALUR,11.35
PALSANA,DODDABALLAPUR - BNG,10.2
PALSANA,HASSAN,11.35
PALSANA,HINDUPUR,10.75
PALSANA,HOSKOTE,10.2
PALSANA,K R PURAM,10.2
PALSANA,KOLAR,8.9
PALSANA,NELAMANGALA (BKG & DLY),9.2
PALSANA,NELAMANGALA CENTRAL CELL,9.2
PALSANA,PEENYA,9.85
PALSANA,RAJAJINAGAR,10.2
PALSANA,TUMKUR,10.45
PALSANA,TUMKUR INDUSTRIAL AREA,10.45
PALSANA,BIDADI,10.45
PALSANA,BOMMASANDRA,10.2
PALSANA,HAROHALLI - BANGALORE,10.45
PALSANA,HOSUR,10.2
PALSANA,HOSUR INDUSTRIAL AREA,10.2
PALSANA,JIGANI,10.2
PALSANA,KANAKAPURA ROAD - BNG,10.2
PALSANA,LALBAGH ROAD,10.2
PALSANA,BAIKAMPADY - MNG,10.35
PALSANA,KARKALA,10.8
PALSANA,KUNDAPUR,10.8
PALSANA,KUSHALNAGAR – KODAGU,12.25
PALSANA,MANDYA,10.2
PALSANA,MANGALORE,10.45
PALSANA,MYSORE,10.75
PALSANA,MYSORE - INDUSTRIAL AREA,8.9
PALSANA,PUTTUR,10.65
PALSANA,RAMANAGARA,10.2
PALSANA,UDUPI,10.45
PALSANA,BAGALAKOTE - NORTH KAR,10.45
PALSANA,BELGAUM,8.05
PALSANA,BELGAUM INDL ESTATE,8.05
PALSANA,BELLARY,10.2
PALSANA,BHATKAL,9.35
PALSANA,BIDAR,11.7
PALSANA,BIJAPUR,10.45
PALSANA,CHITRADURGA,10.45
PALSANA,DAVANAGERE,10.2
PALSANA,GADAG,9.55
PALSANA,GANGAVATI,10.75
PALSANA,GOKAK,9.25
PALSANA,GULBARGA,11
PALSANA,HOSPET,10.2
PALSANA,HUBLI – TARIHAL,8.05
PALSANA,HUBLI CITY,8.85
PALSANA,HUBLI INDL AREA,8.05
PALSANA,KARWAR,11.7
PALSANA,KOPPAL,10.2
PALSANA,KUMTA,10.45
PALSANA,MACHHE INDUSTRIAL,8.5
PALSANA,RABAKAVI - BANATTI,10.75
PALSANA,RAICHUR,11
PALSANA,RANEBENNUR,9.85
PALSANA,SHIMOGA,10.75
PALSANA,SINDHNOOR,11.35
PALSANA,SIRSI,10.2
PALSANA,AMBERNATH,4.7
PALSANA,DAPODA,2.7
PALSANA,DOMBIVLI,4.7
PALSANA,MURBAD,4.4
PALSANA,THANA,4.15
PALSANA,VASIND,5.45
PALSANA,WADA,4.1
PALSANA,ANDHERI,4.45
PALSANA,BHANDUP,6.45
PALSANA,BOISAR,3.5
PALSANA,DAHANU,3.5
PALSANA,GENESIS,3.7
PALSANA,GOREGOAN,6.2
PALSANA,MIRA ROAD,3.85
PALSANA,MUMBAI,4.45
PALSANA,PALGHAR,3.5
PALSANA,VASAI EAST,3.85
PALSANA,VASAI HIGHWAY,3.85
PALSANA,WADALA - MUMBAI,4.45
PALSANA,DRONAGIRI,5
PALSANA,KALAMBOLI,4.45
PALSANA,KHOPOLI,5.3
PALSANA,MAHAPE,6.2
PALSANA,PATALGANGA,4.7
PALSANA,TALOJA,4.45
PALSANA,BHOPAL,7.65
PALSANA,DEWAS (TOWN),6.7
PALSANA,DEWAS NAKA,5.45
PALSANA,INDORE CITY,6.35
PALSANA,LASUDIA,5.45
PALSANA,MANDIDEEP,7.4
PALSANA,PITHAMPUR,6.7
PALSANA,UJJAIN,5.7
PALSANA,AKOLA,9.95
PALSANA,AMRAVATI,9.2
PALSANA,BHANDARA,8.85
PALSANA,BHILAI,9.55
PALSANA,BILASPUR,11.25
PALSANA,BUTIBORI,8.3
PALSANA,CHANDRAPUR,9.55
PALSANA,CHHINDWARA,8.85
PALSANA,GANDHIBAGH-NGP,7.3
PALSANA,JABALPUR,10.75
PALSANA,KHAMGAON,10.2
PALSANA,MALKAPUR,11.45
PALSANA,NAGPUR (WADI),8.05
PALSANA,NAGPUR CITY,9.2
PALSANA,NAGPUR CIY FR,9.2
PALSANA,NAGPUR WADDHAMNA,6.95
PALSANA,RAIPUR,9.55
